CODUSU;NRO_HOGAR;COMPONENTE;ANO4;TRIMESTRE;AGLOMERADO;POND_TIC;RESPONDENTE;IP_III_04;IP_III_05;IP_III_06
"TQRMNOQTWHKKKNCDEHNHB00620425";1;3;2018;4;27;430;2;1;2;2
"TQRMNOQTWHKOKSCDEHNHB00620468";1;1;2018;4;27;310;2;2;2;1
"TQRMNOQTWHKOKSCDEHNHB00620468";1;2;2018;4;27;310;2;2;2;1
"TQRMNOQTWHKOKSCDEHNHB00620468";1;3;2018;4;27;310;2;1;2;1
"TQRMNOQTWHKOKSCDEHNHB00620468";1;4;2018;4;27;310;2;1;1;1
"TQRMNOQTWHKOKSCDEHNHB00620468";1;5;2018;4;27;310;2;1;2;1
"TQRMNOQTWHKOKSCDEHNHB00620468";1;6;2018;4;27;310;6;2;2;1
"TQRMNOQTWHKOKSCDEHNHB00620468";1;7;2018;4;27;310;2;1;2;1
"TQRMNOQTXHKOKSCDEHNHB00620415";1;1;2018;4;27;310;2;2;2;1
"TQRMNOQTXHKOKSCDEHNHB00620415";1;2;2018;4;27;310;2;2;2;1
"TQRMNOQTXHKOKSCDEHNHB00620415";1;3;2018;4;27;310;2;1;2;1
"TQRMNOQTXHKOKSCDEHNHB00620415";1;4;2018;4;27;310;2;1;2;1
"TQRMNOQTXHKOKSCDEHNHB00620415";1;5;2018;4;27;310;2;2;2;1
"TQRMNOQTXHMNLMCDEHNHB00598084";1;1;2018;4;27;198;2;1;1;1
"TQRMNOQTXHMNLMCDEHNHB00598084";1;2;2018;4;27;198;2;1;1;1
"TQRMNOQTXHMNLMCDEHNHB00598084";1;3;2018;4;27;198;2;1;1;1
"TQRMNOQTYHKOKSCDEHNHB00620477";1;1;2018;4;27;310;1;2;2;1
"TQRMNOQTYHKOKSCDEHNHB00620477";1;2;2018;4;27;310;1;2;2;1
"TQRMNOQTYHKOKSCDEHNHB00620477";1;3;2018;4;27;310;1;2;2;1
"TQRMNOQTYHKOKSCDEHNHB00620477";1;4;2018;4;27;310;1;2;2;1
"TQRMNOQTYHMNLMCDEHNHB00598034";1;1;2018;4;27;198;1;2;2;2
"TQRMNOQUPHMNLMCDEHNHB00598088";1;1;2018;4;27;198;2;1;2;1
"TQRMNOQUPHMNLMCDEHNHB00598088";1;2;2018;4;27;198;2;1;2;1
"TQRMNOQUPHMNLMCDEHNHB00598088";1;3;2018;4;27;198;2;1;2;1
"TQRMNOQUPHMNLMCDEHNHB00598088";1;4;2018;4;27;198;2;1;2;1
"TQRMNOQUPHMNLMCDEHNHB00598088";1;5;2018;4;27;198;2;2;2;1
"TQRMNOQUQHMMKTCDEHNHB00597946";1;1;2018;4;27;282;1;1;2;1
"TQRMNOQUQHMMKTCDEHNHB00597946";1;2;2018;4;27;282;1;1;2;1
"TQRMNOQUQHMMKTCDEHNHB00597946";1;3;2018;4;27;282;1;1;1;1
"TQRMNOQURHMMKTCDEHNHB00598059";1;1;2018;4;27;282;2;1;1;1
"TQRMNOQURHMMKTCDEHNHB00598059";1;2;2018;4;27;282;2;1;2;1
"TQRMNOQUTHJMLRCDEHNHB00626009";1;1;2018;4;27;281;2;2;2;1
"TQRMNOQUTHJMLRCDEHNHB00626009";1;2;2018;4;27;281;2;2;2;1
"TQRMNOQUTHJMLRCDEHNHB00626009";1;3;2018;4;27;281;2;1;2;1
"TQRMNOQUTHJMLRCDEHNHB00626009";1;4;2018;4;27;281;2;1;2;1
"TQRMNOQUTHJMLRCDEHNHB00626009";1;5;2018;4;27;281;2;1;2;1
"TQRMNOQUTHJMLRCDEHNHB00626009";1;6;2018;4;27;281;2;1;1;1
"TQRMNOQUTHMMKTCDEHNHB00597983";1;1;2018;4;27;282;3;2;2;1
"TQRMNOQUTHMMKTCDEHNHB00597983";1;2;2018;4;27;282;3;2;2;2
"TQRMNOQUTHMMKTCDEHNHB00597983";1;3;2018;4;27;282;3;1;2;1
"TQRMNOQUUHMMKTCDEHNHB00598097";1;1;2018;4;27;282;1;1;1;1
"TQRMNOQUUHMMKTCDEHNHB00598097";1;2;2018;4;27;282;1;1;1;1
"TQRMNOQUUHMMKTCDEHNHB00598097";1;3;2018;4;27;282;1;1;1;1
"TQRMNOQUVHMKLSCDEHNHB00598124";1;1;2018;4;27;432;1;1;1;1
"TQRMNOQUWHMKLSCDEHNHB00603739";1;1;2018;4;27;432;1;1;1;1
"TQRMNOQUWHMKLSCDEHNHB00603739";1;2;2018;4;27;432;1;1;1;1
"TQRMNOQUWHMKLSCDEHNHB00603739";1;3;2018;4;27;432;1;1;1;1
"TQRMNOQUWHMKLSCDEHNHB00603739";1;4;2018;4;27;432;1;1;1;1
"TQRMNOQUXHMKLSCDEHNHB00598081";1;1;2018;4;27;432;2;1;1;1
"TQRMNOQUXHMKLSCDEHNHB00598081";1;2;2018;4;27;432;2;1;1;1
"TQRMNOQVQHJMLRCDEHNHB00625949";1;1;2018;4;27;281;1;2;2;1
"TQRMNOQVQHJMLRCDEHNHB00625949";1;2;2018;4;27;281;2;2;2;1
"TQRMNOQVQHJMLRCDEHNHB00625949";1;3;2018;4;27;281;3;1;1;1
"TQRMNOQVUHLLKRCDEHNHB00603679";1;1;2018;4;27;339;1;2;2;2
"TQRMNOQVUHLLKRCDEHNHB00603679";1;2;2018;4;27;339;1;2;2;2
"TQRMNOQVVHJMKTCDEHNHB00626026";1;1;2018;4;27;264;1;2;2;1
"TQRMNOQVVHJMKTCDEHNHB00626026";1;2;2018;4;27;264;1;1;1;1
"TQRMNOQVVHJOLTCDEHNHB00626023";1;1;2018;4;27;245;1;2;2;2
"TQRMNOQVVHMOKRCDEHNHB00603675";1;1;2018;4;27;289;2;1;2;1
"TQRMNOQVVHMOKRCDEHNHB00603675";1;2;2018;4;27;289;2;1;2;1
"TQRMNOQVWHJLLQCDEHNHB00626032";1;1;2018;4;27;366;2;1;1;1
"TQRMNOQVWHJLLQCDEHNHB00626032";1;2;2018;4;27;366;2;1;1;1
"TQRMNOQVWHJMKTCDEHNHB00626012";1;1;2018;4;27;264;1;1;2;1
"TQRMNOQVWHJMKTCDEHNHB00626012";1;2;2018;4;27;264;1;1;1;1
"TQRMNOQVWHJMKTCDEHNHB00626012";1;3;2018;4;27;264;1;1;2;1
"TQRMNOQVWHJMKTCDEHNHB00626012";1;4;2018;4;27;264;1;2;2;1
"TQRMNOQVWHJMKTCDEHNHB00626012";1;5;2018;4;27;264;1;2;2;1
"TQRMNOQVWHLLKQCDEHNHB00609267";1;1;2018;4;27;343;2;2;2;1
"TQRMNOQVWHLLKQCDEHNHB00609267";1;2;2018;4;27;343;2;1;1;1
"TQRMNOQVWHLLKQCDEHNHB00609267";1;3;2018;4;27;343;2;1;2;1
"TQRMNOQVWHLLKQCDEHNHB00609267";1;4;2018;4;27;343;2;2;2;1
"TQRMNOQVXHJLLQCDEHNHB00625977";1;1;2018;4;27;366;1;1;1;1
"TQRMNOQVXHJLLQCDEHNHB00625977";1;2;2018;4;27;366;1;1;1;1
"TQRMNOQVXHJLLQCDEHNHB00625977";1;3;2018;4;27;366;1;1;1;1
"TQRMNOQVXHJLLQCDEHNHB00625977";1;4;2018;4;27;366;1;1;1;1
"TQRMNOQVXHJLLQCDEHNHB00625977";1;5;2018;4;27;366;1;1;1;1
"TQRMNOQVXHJLLQCDEHNHB00625977";1;6;2018;4;27;366;1;1;1;1
"TQRMNOQVXHJMKTCDEHNHB00626004";1;1;2018;4;27;264;1;1;2;1
"TQRMNOQVXHJMKTCDEHNHB00626004";1;2;2018;4;27;264;1;1;2;1
"TQRMNOQVXHJMKTCDEHNHB00626004";1;3;2018;4;27;264;1;1;1;1
"TQRMNOQVXHLLKQCDEHNHB00603660";1;1;2018;4;27;343;2;1;1;1
"TQRMNOQVXHLLKQCDEHNHB00603660";1;2;2018;4;27;343;2;1;1;1
"TQRMNOQVXHMOKRCDEHNHB00597967";2;1;2018;4;27;289;2;1;2;1
"TQRMNOQVXHMOKRCDEHNHB00597967";2;2;2018;4;27;289;2;1;2;1
"TQRMNOQVYHJMKTCDEHNHB00625962";1;1;2018;4;27;264;1;2;2;1
"TQRMNOQVYHJMKTCDEHNHB00625962";1;2;2018;4;27;264;1;2;2;1
"TQRMNOQVYHKOLTCDEHNHB00620459";1;1;2018;4;27;287;1;1;2;1
"TQRMNOQVYHKOLTCDEHNHB00620459";1;2;2018;4;27;287;1;1;2;1
"TQRMNOQVYHKOLTCDEHNHB00620459";1;3;2018;4;27;287;1;2;1;1
"TQRMNOQVYHMOKRCDEHNHB00598076";1;1;2018;4;27;289;3;1;1;1
"TQRMNOQVYHMOKRCDEHNHB00598076";1;2;2018;4;27;289;3;1;1;1
"TQRMNOQVYHMOKRCDEHNHB00598076";1;3;2018;4;27;289;3;1;1;1
"TQRMNOQVYHMOKRCDEHNHB00598076";1;4;2018;4;27;289;3;1;1;1
"TQRMNOQVYHMOKRCDEHNHB00598076";1;5;2018;4;27;289;3;1;1;1
"TQRMNOQWPHJLLQCDEHNHB00626006";1;1;2018;4;27;366;1;1;1;1
"TQRMNOQWPHJLLQCDEHNHB00626006";1;2;2018;4;27;366;1;1;1;1
"TQRMNOQWPHJMKTCDEHNHB00625965";1;1;2018;4;27;264;1;1;1;1
"TQRMNOQWPHJMKTCDEHNHB00625965";1;2;2018;4;27;264;1;1;1;1
"TQRMNOQWPHJMKTCDEHNHB00625965";1;3;2018;4;27;264;1;1;2;1
"TQRMNOQWPHKOLTCDEHNHB00620480";1;1;2018;4;27;287;4;2;2;2
"TQRMNOQWPHKOLTCDEHNHB00620480";1;2;2018;4;27;287;4;2;2;2
"TQRMNOQWPHKOLTCDEHNHB00620480";1;3;2018;4;27;287;4;1;2;1
"TQRMNOQWPHKOLTCDEHNHB00620480";1;4;2018;4;27;287;4;1;2;1
"TQRMNOQWPHKOLTCDEHNHB00620480";1;5;2018;4;27;287;4;1;2;1
"TQRMNOQWPHKOLTCDEHNHB00620480";1;6;2018;4;27;287;4;1;2;1
"TQRMNOQWPHLLKQCDEHNHB00625967";1;1;2018;4;27;343;1;1;2;1
"TQRMNOQWPHLLKQCDEHNHB00625967";1;2;2018;4;27;343;1;1;1;1
"TQRMNOQWPHMOKRCDEHNHB00598020";1;1;2018;4;27;289;1;1;2;1
"TQRMNOQWPHMOKRCDEHNHB00598020";1;2;2018;4;27;289;1;1;1;1
"TQRMNOQWRHMMLOCDEHNHB00620550";1;1;2018;4;27;254;1;1;1;1
"TQRMNOQWRHMMLOCDEHNHB00620550";1;2;2018;4;27;254;1;1;1;1
"TQRMNOQWRHMMLOCDEHNHB00620550";1;3;2018;4;27;254;1;2;1;2
"TQRMNOQWRHMMLOCDEHNHB00620550";1;4;2018;4;27;254;1;2;2;2
"TQRMNOQWSHLOLQCDEHNHB00603648";1;1;2018;4;27;298;1;2;2;1
"TQRMNOQWSHLOLQCDEHNHB00603648";1;2;2018;4;27;298;1;1;1;1
"TQRMNOQWSHLOLQCDEHNHB00603648";1;3;2018;4;27;298;1;1;1;1
"TQRMNOQWSHLOLQCDEHNHB00603648";1;4;2018;4;27;298;1;2;2;2
"TQRMNOQWSHMMLOCDEHNHB00597986";1;1;2018;4;27;254;1;1;2;1
"TQRMNOQWTHLOLQCDEHNHB00603632";3;1;2018;4;27;298;1;2;2;1
"TQRMNOQWTHLOLQCDEHNHB00603632";3;2;2018;4;27;298;1;2;2;1
"TQRMNOQWTHMMLOCDEHNHB00598063";1;1;2018;4;27;254;1;2;2;2
"TQRMNOQWUHLOLQCDEHNHB00603715";1;1;2018;4;27;298;1;2;2;1
"TQRMNOQWUHLOLQCDEHNHB00603715";1;2;2018;4;27;298;1;1;1;1
"TQRMNOQWUHMMLOCDEHNHB00598048";1;1;2018;4;27;254;2;1;1;1
"TQRMNOQWUHMMLOCDEHNHB00598048";1;2;2018;4;27;254;2;1;1;1
"TQRMNOQWUHMMLOCDEHNHB00598048";1;3;2018;4;27;254;2;1;1;1
"TQRMNOQWUHMMLOCDEHNHB00598048";1;4;2018;4;27;254;2;1;1;1
"TQRMNOQWUHMMLOCDEHNHB00598048";1;5;2018;4;27;254;2;2;2;2
"TQRMNOQWVHKNKRCDEHNHB00620482";1;1;2018;4;27;209;2;2;2;2
"TQRMNOQWVHKNKRCDEHNHB00620482";1;2;2018;4;27;209;2;2;2;1
"TQRMNOQWVHKNKRCDEHNHB00620482";1;3;2018;4;27;209;2;1;2;1
"TQRMNOQWVHKNKRCDEHNHB00620482";1;4;2018;4;27;209;2;1;2;1
"TQRMNOQWVHKNKRCDEHNHB00620482";1;5;2018;4;27;209;2;1;2;1
"TQRMNOQWVHKNKRCDEHNHB00620482";1;6;2018;4;27;209;2;1;1;1
"TQRMNOQWVHKNKRCDEHNHB00620482";1;7;2018;4;27;209;2;1;1;1
"TQRMNOQWVHKNKRCDEHNHB00620482";1;8;2018;4;27;209;2;1;1;1
"TQRMNOQWVHLOLMCDEHNHB00603640";1;1;2018;4;27;248;1;2;2;1
"TQRMNOQWVHLOLNCDEHNHB00609249";1;1;2018;4;27;279;1;2;2;1
"TQRMNOQWVHLOLQCDEHNHB00603676";1;1;2018;4;27;298;1;2;2;1
"TQRMNOQWWHLNKMCDEHNHB00603768";1;1;2018;4;27;221;1;2;2;2
"TQRMNOQWWHLNKMCDEHNHB00603768";1;2;2018;4;27;221;1;1;2;1
"TQRMNOQWWHLOLMCDEHNHB00603666";1;1;2018;4;27;248;1;2;2;1
"TQRMNOQWWHLOLMCDEHNHB00603666";1;2;2018;4;27;248;2;2;2;1
"TQRMNOQWWHLOLMCDEHNHB00603666";1;6;2018;4;27;248;7;2;2;1
"TQRMNOQWWHLOLMCDEHNHB00603666";1;7;2018;4;27;248;7;2;2;2
"TQRMNOQWWHLOLMCDEHNHB00603666";1;8;2018;4;27;248;8;2;2;1
"TQRMNOQWWHLOLMCDEHNHB00603666";1;9;2018;4;27;248;7;2;2;2
"TQRMNOQWWHLOLMCDEHNHB00603666";1;10;2018;4;27;248;7;2;2;2
"TQRMNOQWWHLOLMCDEHNHB00603666";1;11;2018;4;27;248;7;2;2;2
"TQRMNOQWWHLOLMCDEHNHB00603666";1;12;2018;4;27;248;7;2;2;2
"TQRMNOQWWHLOLMCDEHNHB00603666";1;13;2018;4;27;248;7;2;2;2
"TQRMNOQWWHLOLMCDEHNHB00603666";1;14;2018;4;27;248;7;2;2;1
"TQRMNOQWWHMMKSCDEHNHB00597981";1;1;2018;4;27;290;2;1;2;1
"TQRMNOQWWHMMKSCDEHNHB00597981";1;2;2018;4;27;290;2;1;2;1
"TQRMNOQWWHMMKSCDEHNHB00597981";1;3;2018;4;27;290;2;1;2;1
"TQRMNOQWWHMMKSCDEHNHB00597981";1;7;2018;4;27;290;2;1;1;1
"TQRMNOQWXHKNKRCDEHNHB00620409";2;1;2018;4;27;209;1;1;2;1
"TQRMNOQWXHKNKRCDEHNHB00620409";2;2;2018;4;27;209;1;1;2;1
"TQRMNOQWXHKNKRCDEHNHB00620409";2;3;2018;4;27;209;1;1;2;1
"TQRMNOQWXHLNKMCDEHNHB00603770";1;1;2018;4;27;221;1;2;2;2
"TQRMNOQWXHLOKTCDEHNHB00603638";1;1;2018;4;27;282;1;1;2;1
"TQRMNOQWXHLOLMCDEHNHB00603641";1;2;2018;4;27;248;2;2;2;1
"TQRMNOQWXHLOLMCDEHNHB00603641";1;3;2018;4;27;248;2;1;1;1
"TQRMNOQWXHLOLMCDEHNHB00603641";1;4;2018;4;27;248;2;1;1;1
"TQRMNOQWXHMMKSCDEHNHB00603658";1;1;2018;4;27;290;2;1;2;1
"TQRMNOQWXHMMKSCDEHNHB00603658";1;2;2018;4;27;290;2;1;2;1
"TQRMNOQWXHMMKSCDEHNHB00603658";1;3;2018;4;27;290;2;1;2;1
"TQRMNOQWXHMMKSCDEHNHB00603658";1;4;2018;4;27;290;2;1;2;1
"TQRMNOQWXHMMKSCDEHNHB00603658";1;5;2018;4;27;290;2;1;1;1
"TQRMNOQWXHMMKSCDEHNHB00603658";1;6;2018;4;27;290;2;1;1;1
"TQRMNOQWXHMMKSCDEHNHB00603658";1;7;2018;4;27;290;2;1;1;1
"TQRMNOQWYHLOLNCDEHNHB00603682";1;1;2018;4;27;279;2;2;2;1
"TQRMNOQWYHLOLNCDEHNHB00603682";1;2;2018;4;27;279;2;2;2;1
"TQRMNOQWYHLOLNCDEHNHB00603682";1;3;2018;4;27;279;2;1;1;2
"TQRMNOQWYHLOLNCDEHNHB00603682";1;4;2018;4;27;279;2;1;1;2
"TQRMNOQWYHLOLNCDEHNHB00603682";1;5;2018;4;27;279;2;2;2;2
"TQRMNOQWYHMMKSCDEHNHB00597982";1;1;2018;4;27;290;2;1;1;1
"TQRMNOQWYHMMKSCDEHNHB00597982";1;2;2018;4;27;290;2;1;1;1
"TQRMNOQWYHMMKSCDEHNHB00597982";1;3;2018;4;27;290;2;1;1;1
"TQRMNOQWYHMMKSCDEHNHB00597982";1;4;2018;4;27;290;2;1;1;1
"TQRMNOQWYHMMKSCDEHNHB00597982";1;5;2018;4;27;290;2;1;1;1
"TQRMNOQXPHLNKMCDEHNHB00603800";1;1;2018;4;27;221;2;1;2;1
"TQRMNOQXPHLNKMCDEHNHB00603800";1;2;2018;4;27;221;2;1;2;1
"TQRMNOQXPHLNKMCDEHNHB00603800";1;3;2018;4;27;221;2;1;2;1
"TQRMNOQXPHLNKMCDEHNHB00603800";1;4;2018;4;27;221;2;2;2;2
"TQRMNOQXPHLNKMCDEHNHB00603800";1;5;2018;4;27;221;2;2;2;2
"TQRMNOQXPHLNKMCDEHNHB00603800";1;6;2018;4;27;221;2;2;2;2
"TQRMNOQXPHLOKTCDEHNHB00603673";1;1;2018;4;27;282;1;1;2;1
"TQRMNOQXPHLOKTCDEHNHB00603673";1;2;2018;4;27;282;2;1;2;1
"TQRMNOQXPHLOLNCDEHNHB00603683";1;1;2018;4;27;279;1;2;2;1
"TQRMNOQXPHLOLNCDEHNHB00603683";1;2;2018;4;27;279;1;2;2;1
"TQRMNOQXPHLOLNCDEHNHB00603683";1;3;2018;4;27;279;1;2;2;1
"TQRMNOQXPHLOLNCDEHNHB00603683";1;4;2018;4;27;279;1;2;2;1
"TQRMNOQXPHLOLNCDEHNHB00603683";1;5;2018;4;27;279;1;2;2;1
"TQRMNOQXQHMOKQCDEHNHB00597951";1;1;2018;4;27;435;2;2;2;1
"TQRMNOQXQHMOKQCDEHNHB00597951";1;2;2018;4;27;435;2;2;2;1
"TQRMNOQXQHMOKQCDEHNHB00597951";1;3;2018;4;27;435;2;2;2;2
"TQRMNOQXRHKMLLCDEHNHB00620412";1;1;2018;4;27;256;1;1;1;1
"TQRMNOQXSHKMLLCDEHNHB00620516";1;1;2018;4;27;256;2;2;2;2
"TQRMNOQXSHKMLLCDEHNHB00620516";1;2;2018;4;27;256;2;1;1;1
"TQRMNOQXSHKMLLCDEHNHB00620516";1;3;2018;4;27;256;2;1;1;1
"TQRMNOQXSHKMLLCDEHNHB00620516";1;4;2018;4;27;256;2;1;1;1
"TQRMNOQXSHKMLLCDEHNHB00620516";1;5;2018;4;27;256;2;2;2;2
"TQRMNOQXSHMOKQCDEHNHB00598075";1;1;2018;4;27;435;2;2;2;1
"TQRMNOQXSHMOKQCDEHNHB00598075";1;2;2018;4;27;435;2;2;2;1
"TQRMNOQXSHMOKQCDEHNHB00598075";1;3;2018;4;27;435;2;2;2;1
"TQRMNOQXSHMOKQCDEHNHB00598075";1;4;2018;4;27;435;2;2;2;1
"TQRMNOQXSHMOKQCDEHNHB00598075";1;5;2018;4;27;435;2;2;2;1
"TQRMNOQXSHMOKQCDEHNHB00598075";1;6;2018;4;27;435;2;2;2;1
"TQRMNOQXTHMOKQCDEHNHB00597952";1;1;2018;4;27;435;1;2;2;2
"TQRMNOQXUHJOKQCDEHNHB00625925";1;1;2018;4;27;301;1;2;2;1
"TQRMNOQXUHJOKQCDEHNHB00625925";1;2;2018;4;27;301;1;2;2;1
"TQRMNOQXUHKMLLCDEHNHB00620454";1;1;2018;4;27;256;2;2;2;1
"TQRMNOQXUHKMLLCDEHNHB00620454";1;2;2018;4;27;256;2;2;2;1
"TQRMNOQXUHMOKQCDEHNHB00598112";1;1;2018;4;27;435;2;1;2;1
"TQRMNOQXUHMOKQCDEHNHB00598112";1;2;2018;4;27;435;2;1;1;1
"TQRMNOQXUHMOKQCDEHNHB00598112";1;3;2018;4;27;435;2;1;1;1
"TQRMNOQXWHJOKQCDEHNHB00626018";1;1;2018;4;27;301;2;2;2;1
"TQRMNOQXWHJOKQCDEHNHB00626018";1;2;2018;4;27;301;2;2;2;1
"TQRMNOQXWHMLLTCDEHNHB00598086";1;1;2018;4;27;337;1;1;1;1
"TQRMNOQXWHMLLTCDEHNHB00598086";1;2;2018;4;27;337;1;1;1;1
"TQRMNOQXXHJOKQCDEHNHB00625921";1;1;2018;4;27;301;1;2;2;2
"TQRMNOQXXHJOKQCDEHNHB00625921";1;2;2018;4;27;301;1;2;2;1
"TQRMNOQXXHMLLTCDEHNHB00598024";1;1;2018;4;27;337;1;1;1;1
"TQRMNOQXXHMLLTCDEHNHB00598024";1;2;2018;4;27;337;1;1;1;1
"TQRMNOQXXHMLLTCDEHNHB00598024";1;3;2018;4;27;337;1;2;2;2
"TQRMNOQXYHMLLTCDEHNHB00597997";1;1;2018;4;27;337;1;2;2;1
"TQRMNOQYPHMLLTCDEHNHB00597961";1;1;2018;4;27;337;2;1;1;1
"TQRMNOQYPHMLLTCDEHNHB00597961";1;2;2018;4;27;337;2;1;1;1
"TQRMNOQYQHKOLOCDEHNHB00620462";1;1;2018;4;27;292;1;2;2;1
"TQRMNOQYQHKOLOCDEHNHB00620462";1;2;2018;4;27;292;1;2;2;1
"TQRMNOQYQHKOLOCDEHNHB00620462";1;3;2018;4;27;292;1;2;2;1
"TQRMNOQYQHKOLOCDEHNHB00620462";1;4;2018;4;27;292;1;1;2;1
"TQRMNOQYQHKOLOCDEHNHB00620462";1;5;2018;4;27;292;1;1;2;1
"TQRMNOQYQHKOLOCDEHNHB00620462";1;6;2018;4;27;292;1;2;2;1
"TQRMNOQYQHKOLOCDEHNHB00620462";1;7;2018;4;27;292;1;2;2;1
"TQRMNOQYQHKOLOCDEHNHB00620462";1;8;2018;4;27;292;1;2;2;1
"TQRMNOQYQHKOLOCDEHNHB00620462";1;9;2018;4;27;292;1;2;1;1
"TQRMNOQYQHKOLOCDEHNHB00620462";1;10;2018;4;27;292;1;1;1;1
"TQRMNOQYQHKOLOCDEHNHB00620462";1;11;2018;4;27;292;1;1;1;1
"TQRMNOQYQHKOLOCDEHNHB00620462";1;12;2018;4;27;292;1;1;1;1
"TQRMNOQYQHKOLOCDEHNHB00620462";1;13;2018;4;27;292;1;1;2;1
"TQRMNOQYQHKOLOCDEHNHB00620462";1;14;2018;4;27;292;1;1;2;1
"TQRMNOQYQHKOLOCDEHNHB00620462";1;15;2018;4;27;292;1;2;2;2
"TQRMNOQYRHKOLOCDEHNHB00620470";1;1;2018;4;27;292;5;2;2;1
"TQRMNOQYRHKOLOCDEHNHB00620470";1;2;2018;4;27;292;5;1;2;1
"TQRMNOQYRHKOLOCDEHNHB00620470";1;3;2018;4;27;292;5;2;2;2
"TQRMNOQYRHKOLOCDEHNHB00620470";1;4;2018;4;27;292;5;2;2;2
"TQRMNOQYRHKOLOCDEHNHB00620470";1;5;2018;4;27;292;5;1;2;1
"TQRMNOQYSHKLLSCDEHNHB00620536";1;1;2018;4;27;351;1;1;1;1
"TQRMNOQYSHKOLOCDEHNHB00620535";1;1;2018;4;27;292;1;1;2;1
"TQRMNOQYSHKOLOCDEHNHB00620535";1;2;2018;4;27;292;1;1;1;1
"TQRMNOQYSHKOLTCDEHNHB00620481";1;1;2018;4;27;287;2;1;2;1
"TQRMNOQYSHKOLTCDEHNHB00620481";1;2;2018;4;27;287;2;1;2;1
"TQRMNOQYSHKOLTCDEHNHB00620481";1;3;2018;4;27;287;2;2;1;2
"TQRMNOQYSHKOLTCDEHNHB00620481";1;4;2018;4;27;287;2;2;1;2
"TQRMNOQYTHKOLTCDEHNHB00620533";1;1;2018;4;27;287;2;2;2;2
"TQRMNOQYTHKOLTCDEHNHB00620533";1;2;2018;4;27;287;2;1;1;1
"TQRMNOQYTHKOLTCDEHNHB00620533";1;3;2018;4;27;287;2;1;1;1
"TQRMNOQYTHKOLTCDEHNHB00620533";1;4;2018;4;27;287;2;2;2;2
"TQRMNOQYTHMLKUCDEHNHB00598092";1;1;2018;4;27;349;2;2;2;1
"TQRMNOQYTHMLKUCDEHNHB00598092";1;2;2018;4;27;349;2;1;2;1
"TQRMNOQYTHMLKUCDEHNHB00598092";1;4;2018;4;27;349;2;1;1;1
"TQRMNOQYUHKLLSCDEHNHB00620538";1;1;2018;4;27;351;1;2;2;2
"TQRMNOQYUHKLLSCDEHNHB00620538";1;2;2018;4;27;351;1;2;2;1
"TQRMNOQYUHKOLOCDEHNHB00620474";1;1;2018;4;27;292;1;2;2;1
"TQRMNOQYUHKOLOCDEHNHB00620474";1;2;2018;4;27;292;1;1;2;1
"TQRMNOQYUHKOLOCDEHNHB00620474";1;3;2018;4;27;292;1;1;2;1
"TQRMNOQYUHKOLOCDEHNHB00620474";1;4;2018;4;27;292;1;1;2;1
"TQRMNOQYUHKOLOCDEHNHB00620474";1;5;2018;4;27;292;1;2;2;2
"TQRMNOQYUHKOLOCDEHNHB00620474";1;6;2018;4;27;292;1;1;2;1
"TQRMNOQYUHKOLOCDEHNHB00620474";1;7;2018;4;27;292;1;1;2;1
"TQRMNOQYUHKOLOCDEHNHB00620474";1;8;2018;4;27;292;1;1;2;1
"TQRMNOQYVHMLKUCDEHNHB00626031";1;1;2018;4;27;349;1;1;1;1
"TQRMNOQYVHMOKOCDEHNHB00597999";1;1;2018;4;27;276;2;1;1;1
"TQRMNOQYVHMOKOCDEHNHB00597999";1;2;2018;4;27;276;2;1;1;1
"TQRMNOQYVHMOKOCDEHNHB00597999";1;3;2018;4;27;276;2;1;1;1
"TQRMNOQYWHJOKQCDEHNHB00625986";1;1;2018;4;27;301;1;2;2;1
"TQRMNOQYWHJOKQCDEHNHB00625986";1;2;2018;4;27;301;1;2;2;1
"TQRMNOQYWHJOKQCDEHNHB00625986";1;3;2018;4;27;301;1;2;2;1
"TQRMNOQYWHJOKQCDEHNHB00625986";1;4;2018;4;27;301;1;2;2;1
"TQRMNOQYWHJOKQCDEHNHB00625986";1;5;2018;4;27;301;1;2;2;2
"TQRMNOQYWHJOKQCDEHNHB00625986";1;6;2018;4;27;301;1;2;2;2
"TQRMNOQYWHMOKOCDEHNHB00603776";2;1;2018;4;27;276;1;1;1;1
"TQRMNOQYXHMLKUCDEHNHB00598078";1;1;2018;4;27;349;1;1;1;1
"TQRMNOQYXHMLKUCDEHNHB00598078";1;2;2018;4;27;349;1;1;1;1
"TQRMNOQYYHMOKOCDEHNHB00597950";1;1;2018;4;27;276;2;1;2;1
"TQRMNOQYYHMOKOCDEHNHB00597950";1;2;2018;4;27;276;2;1;2;1
"TQRMNOQYYHMOKOCDEHNHB00597950";1;3;2018;4;27;276;2;1;1;1
"TQRMNOQYYHMOKOCDEHNHB00597950";1;4;2018;4;27;276;2;1;2;1
"TQRMNOQYYHMOKOCDEHNHB00597950";1;5;2018;4;27;276;2;1;2;1
"TQRMNORPPHKOKQCDEHNHB00620555";1;1;2018;4;27;282;2;1;2;2
"TQRMNORPPHKOKQCDEHNHB00620555";1;2;2018;4;27;282;2;1;2;1
"TQRMNORPPHKOKQCDEHNHB00620555";1;3;2018;4;27;282;2;1;2;1
"TQRMNORPPHKOKQCDEHNHB00620555";1;4;2018;4;27;282;2;1;1;2
"TQRMNORPPHKOKQCDEHNHB00620555";1;5;2018;4;27;282;2;1;2;2
