CODUSU;NRO_HOGAR;COMPONENTE;ANO4;TRIMESTRE;AGLOMERADO;POND_TIC;RESPONDENTE;IP_III_04;IP_III_05;IP_III_06
"TQSMNOQQQHMMKSCDEGGFB00595969";1;1;2018;4;10;475;2;1;2;1
"TQSMNOQQQHMMKSCDEGGFB00595969";1;2;2018;4;10;475;2;1;2;1
"TQSMNOQQQHMMKSCDEGGFB00595969";1;3;2018;4;10;475;2;1;2;1
"TQSMNOQRUHKLLOCDEGGFB00618515";1;1;2018;4;10;471;1;2;2;1
"TQSMNOQRXHMLKTCDEGGFB00596012";1;1;2018;4;10;505;2;2;2;1
"TQSMNOQRXHMLKTCDEGGFB00596012";1;2;2018;4;10;505;2;2;2;1
"TQSMNOQRYHMLKTCDEGGFB00595957";1;1;2018;4;10;505;2;1;1;1
"TQSMNOQRYHMLKTCDEGGFB00595957";1;2;2018;4;10;505;2;1;2;1
"TQSMNOQSWHJNKPCDEGGFB00624049";1;1;2018;4;10;537;2;1;2;1
"TQSMNOQSWHJNKPCDEGGFB00624049";1;2;2018;4;10;537;2;1;2;1
"TQSMNOQSWHJNKPCDEGGFB00624049";1;3;2018;4;10;537;2;1;2;1
"TQSMNOQSXHLMLQCDEGGFB00607348";1;1;2018;4;10;468;2;1;2;1
"TQSMNOQSXHLMLQCDEGGFB00607348";1;2;2018;4;10;468;2;1;2;1
"TQSMNOQTSHLNMLCDEGGFB00601841";1;1;2018;4;10;302;3;1;1;1
"TQSMNOQTSHLNMLCDEGGFB00601841";1;2;2018;4;10;302;3;1;1;1
"TQSMNOQTSHLNMLCDEGGFB00601841";1;3;2018;4;10;302;3;1;1;1
"TQSMNOQTSHLNMLCDEGGFB00601841";1;4;2018;4;10;302;3;1;1;1
"TQSMNOQVPHKOLNCDEGGFB00624185";1;1;2018;4;10;486;2;2;2;1
"TQSMNOQVPHKOLNCDEGGFB00624185";1;2;2018;4;10;486;2;2;2;1
"TQSMNOQVPHKOLNCDEGGFB00624185";1;3;2018;4;10;486;2;2;2;2
"TQSMNOQVSHJOKNCDEGGFB00624132";1;1;2018;4;10;432;2;1;2;1
"TQSMNOQVSHJOKNCDEGGFB00624132";1;2;2018;4;10;432;2;1;2;1
"TQSMNOQVSHJOKNCDEGGFB00624132";1;3;2018;4;10;432;2;1;1;2
"TQSMNOQVSHJOKNCDEGGFB00624132";1;4;2018;4;10;432;2;1;1;2
"TQSMNOQVSHJOKNCDEGGFB00624132";1;5;2018;4;10;432;2;1;2;2
"TQSMNOQVTHKNKPCDEGGFB00618553";1;1;2018;4;10;392;1;1;2;1
"TQSMNOQVTHKNKPCDEGGFB00618553";1;2;2018;4;10;392;1;1;2;1
"TQSMNOQVYHJOKNCDEGGFB00624165";1;1;2018;4;10;432;2;2;2;1
"TQSMNOQVYHJOKNCDEGGFB00624165";1;2;2018;4;10;432;2;2;2;1
"TQSMNOQVYHJOKNCDEGGFB00624165";1;3;2018;4;10;432;2;1;1;2
"TQSMNOQWTHKNKNCDEGGFB00618647";1;1;2018;4;10;373;1;2;2;1
"TQSMNOQWTHKNKNCDEGGFB00618647";1;2;2018;4;10;373;1;2;2;1
"TQSMNOQWTHKNKNCDEGGFB00618647";1;3;2018;4;10;373;1;1;2;1
"TQSMNOQWTHKNKNCDEGGFB00618647";1;4;2018;4;10;373;1;1;2;2
"TQSMNOQWTHKNKNCDEGGFB00618647";1;5;2018;4;10;373;1;1;2;2
"TQSMNOQXPHLNLSCDEGGFB00601860";1;1;2018;4;10;261;1;1;1;1
"TQSMNOQXPHLNLSCDEGGFB00601860";1;2;2018;4;10;261;1;1;1;1
"TQSMNOQXPHLNLSCDEGGFB00601860";1;3;2018;4;10;261;1;1;1;1
"TQSMNOQYPHMMLLCDEGGFB00601823";1;1;2018;4;10;470;3;1;2;1
"TQSMNOQYPHMMLLCDEGGFB00601823";1;2;2018;4;10;470;3;1;2;1
"TQSMNOQYPHMMLLCDEGGFB00601823";1;3;2018;4;10;470;3;2;2;2
"TQSMNORPVHLMLLCDEGGFB00601744";1;1;2018;4;10;455;1;1;1;1
"TQSMNORPVHMNLNCDEGGFB00596005";1;1;2018;4;10;458;2;2;1;2
"TQSMNORPVHMNLNCDEGGFB00596005";1;2;2018;4;10;458;2;2;1;1
"TQSMNORPVHMNLNCDEGGFB00596005";1;3;2018;4;10;458;2;2;1;2
"TQSMNORPVHMNLNCDEGGFB00596005";1;4;2018;4;10;458;2;2;1;2
"TQSMNORQRHKMLTCDEGGFB00624129";1;1;2018;4;10;513;2;1;2;1
"TQSMNORQRHKMLTCDEGGFB00624129";1;2;2018;4;10;513;2;1;2;1
"TQSMNORQRHKMLTCDEGGFB00624129";1;3;2018;4;10;513;2;1;2;2
"TQSMNORQVHLMKQCDEGGFB00607379";1;1;2018;4;10;464;1;2;2;2
"TQSMNORQVHLMKQCDEGGFB00607379";1;2;2018;4;10;464;1;1;1;1
"TQSMNORSPHMOLTCDEGGFB00618644";1;1;2018;4;10;462;1;2;2;2
"TQSMNORSQHMOLTCDEGGFB00596041";1;1;2018;4;10;462;2;1;1;1
"TQSMNORSQHMOLTCDEGGFB00596041";1;2;2018;4;10;462;2;2;2;1
"TQSMNORSQHMOLTCDEGGFB00596041";1;3;2018;4;10;462;2;1;1;2
"TQSMNORSQHMOLTCDEGGFB00596041";1;4;2018;4;10;462;2;1;1;2
"TQSMNORSQHMOLTCDEGGFB00596041";1;5;2018;4;10;462;2;1;1;2
"TQSMNORTRHLNLUCDEGGFB00601801";1;1;2018;4;10;316;1;2;2;1
"TQSMNORTRHLNLUCDEGGFB00601801";1;3;2018;4;10;316;1;2;2;1
"TQSMNORTRHLNLUCDEGGFB00601801";1;4;2018;4;10;316;1;2;2;2
"TQSMNORTSHLNLUCDEGGFB00607356";1;1;2018;4;10;316;1;2;2;1
"TQSMNORTSHLNLUCDEGGFB00607356";1;2;2018;4;10;316;1;2;2;1
"TQSMNORTUHLNLUCDEGGFB00624162";1;1;2018;4;10;316;2;1;2;1
"TQSMNORTUHLNLUCDEGGFB00624162";1;2;2018;4;10;316;2;1;2;1
"TQSMNORTUHLNLUCDEGGFB00624162";1;4;2018;4;10;316;2;1;2;2
"TQSMNORYTHLOLMCDEGGFB00607476";1;1;2018;4;10;512;1;2;2;1
"TQSMNORYYHJNKPCDEGGFB00624166";1;1;2018;4;10;537;3;2;2;1
"TQSMNORYYHJNKPCDEGGFB00624166";1;2;2018;4;10;537;3;2;2;1
"TQSMNORYYHJNKPCDEGGFB00624166";1;3;2018;4;10;537;3;2;2;1
"TQSMNORYYHJNKPCDEGGFB00624166";1;4;2018;4;10;537;3;2;2;1
"TQSMNORYYHJNKPCDEGGFB00624166";1;5;2018;4;10;537;3;2;2;1
"TQSMNORYYHJNKPCDEGGFB00624166";1;7;2018;4;10;537;3;2;2;1
"TQSMNOSQWHMMKQCDEGGFB00596067";1;1;2018;4;10;452;2;1;2;1
"TQSMNOSQWHMMKQCDEGGFB00596067";1;2;2018;4;10;452;2;2;2;1
"TQSMNOSQWHMMKQCDEGGFB00596067";1;3;2018;4;10;452;2;1;2;2
"TQSMNOSQWHMMKQCDEGGFB00596067";1;4;2018;4;10;452;2;1;2;2
"TQRMNOPPRHLOLMCDEGIBJ00601921";1;1;2018;4;12;217;2;1;1;1
"TQRMNOPPRHLOLMCDEGIBJ00601921";1;2;2018;4;12;217;2;1;1;1
"TQRMNOPPRHLOLMCDEGIBJ00601921";1;3;2018;4;12;217;2;1;1;1
"TQRMNOPPSHLOLMCDEGIBJ00601925";1;1;2018;4;12;217;2;1;2;1
"TQRMNOPPSHLOLMCDEGIBJ00601925";1;2;2018;4;12;217;2;1;2;1
"TQRMNOPPSHLOLMCDEGIBJ00601925";1;3;2018;4;12;217;2;1;1;1
"TQRMNOPPSHLOLMCDEGIBJ00601925";1;4;2018;4;12;217;2;1;1;1
"TQRMNOPPSHLOLMCDEGIBJ00601925";1;5;2018;4;12;217;2;1;1;1
"TQRMNOPPTHLOLMCDEGIBJ00601903";1;1;2018;4;12;217;2;1;2;1
"TQRMNOPPTHLOLMCDEGIBJ00601903";1;2;2018;4;12;217;2;1;2;1
"TQRMNOPPTHLOLMCDEGIBJ00601903";1;3;2018;4;12;217;2;1;1;1
"TQRMNOPPTHLOLMCDEGIBJ00601903";1;4;2018;4;12;217;2;2;2;2
"TQRMNOPPUHLOLMCDEGIBJ00624307";1;1;2018;4;12;217;2;1;2;1
"TQRMNOPPUHLOLMCDEGIBJ00624307";1;2;2018;4;12;217;2;1;1;1
"TQRMNOPPWHKOLQCDEGIBJ00618790";1;1;2018;4;12;326;1;1;2;1
"TQRMNOPPWHKOLQCDEGIBJ00618790";1;2;2018;4;12;326;1;1;2;1
"TQRMNOPPWHKOLQCDEGIBJ00618790";1;3;2018;4;12;326;1;1;2;1
"TQRMNOPPWHKOLQCDEGIBJ00618790";1;4;2018;4;12;326;1;1;2;1
"TQRMNOPPWHKOLQCDEGIBJ00618790";1;5;2018;4;12;326;1;1;2;1
"TQRMNOPPWHKOLQCDEGIBJ00618790";1;6;2018;4;12;326;1;1;2;1
"TQRMNOPPWHKOLQCDEGIBJ00618790";1;7;2018;4;12;326;1;1;2;1
"TQRMNOPPXHKOLQCDEGIBJ00618791";1;1;2018;4;12;326;4;1;2;1
"TQRMNOPPXHKOLQCDEGIBJ00618791";1;2;2018;4;12;326;4;1;2;1
"TQRMNOPPXHKOLQCDEGIBJ00618791";1;3;2018;4;12;326;4;1;2;1
"TQRMNOPPXHKOLQCDEGIBJ00618791";1;4;2018;4;12;326;4;1;2;1
"TQRMNOPPXHKOLQCDEGIBJ00618791";1;5;2018;4;12;326;4;1;2;1
"TQRMNOPPYHMLKQCDEGIBJ00596154";1;1;2018;4;12;309;2;1;2;1
"TQRMNOPPYHMLKQCDEGIBJ00596154";1;2;2018;4;12;309;2;1;2;1
"TQRMNOPPYHMLKQCDEGIBJ00596154";1;3;2018;4;12;309;2;1;2;1
"TQRMNOPPYHMLKQCDEGIBJ00596154";1;4;2018;4;12;309;2;1;2;1
"TQRMNOPQPHMLKQCDEGIBJ00596144";1;1;2018;4;12;309;2;1;1;1
"TQRMNOPQPHMLKQCDEGIBJ00596144";1;2;2018;4;12;309;2;1;1;1
"TQRMNOPQPHMLKQCDEGIBJ00596144";1;3;2018;4;12;309;2;1;1;1
"TQRMNOPQPHMLKQCDEGIBJ00596144";1;4;2018;4;12;309;2;1;1;1
"TQRMNOPQPHMLKQCDEGIBJ00596144";1;5;2018;4;12;309;2;1;1;1
"TQRMNOPQQHKMLLCDEGIBJ00618763";1;1;2018;4;12;200;1;1;2;1
"TQRMNOPQQHKMLLCDEGIBJ00618763";1;2;2018;4;12;200;1;1;2;1
"TQRMNOPQQHMLKQCDEGIBJ00596158";1;1;2018;4;12;309;1;1;2;1
"TQRMNOPQRHKMLLCDEGIBJ00618798";1;1;2018;4;12;200;1;1;1;1
"TQRMNOPQRHKMLLCDEGIBJ00618798";1;2;2018;4;12;200;1;1;1;1
"TQRMNOPQRHKMLLCDEGIBJ00618798";1;3;2018;4;12;200;1;1;1;1
"TQRMNOPQRHKMLLCDEGIBJ00618798";1;4;2018;4;12;200;1;1;1;1
"TQRMNOPQSHKMLLCDEGIBJ00618713";1;1;2018;4;12;200;1;1;1;1
"TQRMNOPQSHKMLLCDEGIBJ00618713";51;1;2018;4;12;200;1;1;1;1
"TQRMNOPQTHKMLLCDEGIBJ00624281";1;1;2018;4;12;200;1;1;2;1
"TQRMNOPQTHKMLLCDEGIBJ00624281";1;2;2018;4;12;200;1;1;2;1
"TQRMNOPQUHKMLLCDEGIBJ00624220";1;1;2018;4;12;200;1;1;1;1
"TQRMNOPQUHKMLLCDEGIBJ00624220";1;2;2018;4;12;200;1;1;2;1
"TQRMNOPQUHKMLLCDEGIBJ00624220";1;3;2018;4;12;200;1;1;2;1
"TQRMNOPQWHLMLNCDEGIBJ00624263";1;1;2018;4;12;223;2;1;2;1
"TQRMNOPQWHLMLNCDEGIBJ00624263";1;2;2018;4;12;223;2;1;2;1
"TQRMNOPQWHLMLNCDEGIBJ00624263";1;3;2018;4;12;223;2;1;2;1
"TQRMNOPQWHLMLNCDEGIBJ00624263";1;4;2018;4;12;223;2;1;2;1
"TQRMNOPQWHLMLNCDEGIBJ00624263";1;5;2018;4;12;223;2;1;2;1
"TQRMNOPQWHLMLNCDEGIBJ00624263";1;6;2018;4;12;223;2;1;2;1
"TQRMNOPQXHLMLNCDEGIBJ00602008";1;1;2018;4;12;223;2;2;2;1
"TQRMNOPQXHLMLNCDEGIBJ00602008";1;2;2018;4;12;223;2;2;2;1
"TQRMNOPQXHLMLNCDEGIBJ00602008";1;3;2018;4;12;223;2;1;2;1
"TQRMNOPQXHLMLNCDEGIBJ00602008";1;4;2018;4;12;223;2;1;2;1
"TQRMNOPQXHLMLNCDEGIBJ00602008";1;5;2018;4;12;223;2;1;2;1
"TQRMNOPQXHLMLNCDEGIBJ00602008";1;6;2018;4;12;223;2;1;2;1
"TQRMNOPQYHLMLNCDEGIBJ00601991";1;1;2018;4;12;223;5;2;2;1
"TQRMNOPQYHLMLNCDEGIBJ00601991";1;2;2018;4;12;223;5;2;2;2
"TQRMNOPQYHLMLNCDEGIBJ00601991";1;3;2018;4;12;223;5;2;2;2
"TQRMNOPQYHLMLNCDEGIBJ00601991";1;4;2018;4;12;223;5;2;2;1
"TQRMNOPQYHLMLNCDEGIBJ00601991";1;5;2018;4;12;223;5;2;2;1
"TQRMNOPRPHLMLNCDEGIBJ00601992";1;2;2018;4;12;223;3;2;2;2
"TQRMNOPRPHLMLNCDEGIBJ00601992";1;3;2018;4;12;223;3;2;2;1
"TQRMNOPRQHKKKMCDEGIBJ00618794";1;1;2018;4;12;332;2;1;1;1
"TQRMNOPRQHKKKMCDEGIBJ00618794";1;2;2018;4;12;332;2;1;2;1
"TQRMNOPRQHKKKMCDEGIBJ00618794";1;3;2018;4;12;332;2;1;1;1
"TQRMNOPRQHKOLQCDEGIBJ00618792";1;1;2018;4;12;326;5;1;2;1
"TQRMNOPRQHKOLQCDEGIBJ00618792";1;2;2018;4;12;326;5;1;2;1
"TQRMNOPRQHKOLQCDEGIBJ00618792";1;3;2018;4;12;326;5;1;2;1
"TQRMNOPRQHKOLQCDEGIBJ00618792";1;4;2018;4;12;326;5;1;2;1
"TQRMNOPRQHKOLQCDEGIBJ00618792";1;5;2018;4;12;326;5;1;2;1
"TQRMNOPRRHKKKMCDEGIBJ00618734";1;1;2018;4;12;332;1;1;2;1
"TQRMNOPRRHKKKMCDEGIBJ00618734";1;2;2018;4;12;332;1;1;2;1
"TQRMNOPRUHKMKUCDEGIBJ00618715";1;1;2018;4;12;209;2;2;2;1
"TQRMNOPRUHKMKUCDEGIBJ00618715";1;2;2018;4;12;209;2;1;1;1
"TQRMNOPRUHKMKUCDEGIBJ00618715";1;3;2018;4;12;209;2;1;1;1
"TQRMNOPRVHLLKNCDEGIBJ00602007";1;1;2018;4;12;242;1;1;1;1
"TQRMNOPRWHKMKUCDEGIBJ00618697";1;1;2018;4;12;209;1;2;2;1
"TQRMNOPRWHLLKNCDEGIBJ00601985";1;1;2018;4;12;242;1;1;2;1
"TQRMNOPRWHLLKNCDEGIBJ00601985";1;2;2018;4;12;242;1;1;1;1
"TQRMNOPRWHLLKNCDEGIBJ00601985";1;3;2018;4;12;242;1;1;1;1
"TQRMNOPRWHLLKNCDEGIBJ00601985";1;4;2018;4;12;242;1;1;2;2
"TQRMNOPRWHLLKNCDEGIBJ00601985";1;5;2018;4;12;242;1;1;2;2
"TQRMNOPRXHKMKUCDEGIBJ00618698";1;1;2018;4;12;209;3;1;2;1
"TQRMNOPRXHKMKUCDEGIBJ00618698";1;2;2018;4;12;209;3;1;2;1
"TQRMNOPRXHKMKUCDEGIBJ00618698";1;3;2018;4;12;209;3;1;2;1
"TQRMNOPRXHKMKUCDEGIBJ00618698";1;4;2018;4;12;209;3;1;2;1
"TQRMNOPRXHKMKUCDEGIBJ00618698";2;1;2018;4;12;209;1;1;1;1
"TQRMNOPRXHKMKUCDEGIBJ00618698";2;2;2018;4;12;209;1;1;1;1
"TQRMNOPRXHKMKUCDEGIBJ00618698";2;3;2018;4;12;209;1;1;1;1
"TQRMNOPRYHKMKUCDEGIBJ00618797";1;1;2018;4;12;209;4;1;1;1
"TQRMNOPRYHKMKUCDEGIBJ00618797";1;2;2018;4;12;209;4;1;1;1
"TQRMNOPRYHKMKUCDEGIBJ00618797";1;3;2018;4;12;209;4;1;1;1
"TQRMNOPRYHKMKUCDEGIBJ00618797";1;4;2018;4;12;209;4;1;1;1
"TQRMNOPRYHKMKUCDEGIBJ00618797";1;5;2018;4;12;209;4;1;1;1
"TQRMNOPRYHKMKUCDEGIBJ00618797";1;6;2018;4;12;209;4;1;1;1
"TQRMNOPSPHLLKNCDEGIBJ00601989";1;1;2018;4;12;242;2;1;2;1
"TQRMNOPSPHLLKNCDEGIBJ00601989";1;2;2018;4;12;242;2;1;2;1
"TQRMNOPSPHLLKNCDEGIBJ00601989";1;3;2018;4;12;242;2;1;2;1
"TQRMNOPSQHJLLMCDEGIBJ00624284";1;1;2018;4;12;265;2;2;2;2
"TQRMNOPSQHJLLMCDEGIBJ00624284";1;2;2018;4;12;265;2;1;2;1
"TQRMNOPSQHJLLMCDEGIBJ00624284";1;3;2018;4;12;265;2;1;2;1
"TQRMNOPSQHLMLOCDEGIBJ00601909";1;1;2018;4;12;208;1;2;2;1
"TQRMNOPSQHLMLOCDEGIBJ00601909";1;2;2018;4;12;208;1;1;2;1
"TQRMNOPSQHLMLOCDEGIBJ00601909";1;3;2018;4;12;208;1;2;2;2
"TQRMNOPSQHLMLOCDEGIBJ00601909";1;4;2018;4;12;208;1;1;2;1
"TQRMNOPSRHJLLMCDEGIBJ00624285";1;1;2018;4;12;265;2;2;2;1
"TQRMNOPSRHJLLMCDEGIBJ00624285";1;2;2018;4;12;265;2;2;2;1
"TQRMNOPSRHJLLMCDEGIBJ00624285";1;3;2018;4;12;265;2;2;2;1
"TQRMNOPSRHMMKOCDEGIBJ00601999";1;1;2018;4;12;225;1;1;2;1
"TQRMNOPSRHMMKOCDEGIBJ00601999";1;2;2018;4;12;225;1;1;2;1
"TQRMNOPSRHMMKOCDEGIBJ00601999";1;3;2018;4;12;225;1;1;2;1
"TQRMNOPSSHMMKOCDEGIBJ00601983";1;1;2018;4;12;225;1;2;2;1
"TQRMNOPSTHKOKPCDEGIBJ00624319";1;1;2018;4;12;265;1;1;2;1
"TQRMNOPSTHKOKPCDEGIBJ00624319";1;2;2018;4;12;265;1;1;1;1
"TQRMNOPSTHMMKOCDEGIBJ00596171";1;1;2018;4;12;225;2;1;2;1
"TQRMNOPSTHMMKOCDEGIBJ00596171";1;2;2018;4;12;225;2;1;2;1
"TQRMNOPSTHMMKOCDEGIBJ00596171";1;5;2018;4;12;225;2;1;2;1
"TQRMNOPSTHMMKOCDEGIBJ00596171";1;6;2018;4;12;225;2;1;2;1
"TQRMNOPSUHKOKPCDEGIBJ00618774";1;1;2018;4;12;265;1;1;1;1
"TQRMNOPSUHKOKPCDEGIBJ00618774";1;2;2018;4;12;265;1;1;1;1
"TQRMNOPSUHKOKPCDEGIBJ00618774";1;3;2018;4;12;265;1;1;1;1
"TQRMNOPSVHKOKPCDEGIBJ00618782";1;1;2018;4;12;265;2;1;1;1
"TQRMNOPSVHKOKPCDEGIBJ00618782";1;2;2018;4;12;265;2;1;1;1
"TQRMNOPSVHKOKPCDEGIBJ00618782";1;3;2018;4;12;265;2;1;1;1
"TQRMNOPSVHKOKPCDEGIBJ00618782";1;4;2018;4;12;265;2;1;1;1
"TQRMNOPSWHKOKPCDEGIBJ00618701";1;1;2018;4;12;265;2;1;1;1
"TQRMNOPSWHKOKPCDEGIBJ00618701";1;2;2018;4;12;265;2;1;1;1
"TQRMNOPSWHKOKPCDEGIBJ00618701";1;3;2018;4;12;265;2;1;1;1
"TQRMNOPSWHLMLOCDEGIBJ00601908";1;1;2018;4;12;208;1;1;1;1
"TQRMNOPSWHLMLOCDEGIBJ00601908";1;2;2018;4;12;208;1;2;2;1
"TQRMNOPSWHLMLOCDEGIBJ00601908";1;3;2018;4;12;208;1;1;1;1
"TQRMNOPSWHLMLOCDEGIBJ00601908";1;4;2018;4;12;208;1;1;1;1
"TQRMNOPSWHLNLPCDEGIBJ00601957";1;1;2018;4;12;227;2;2;2;2
"TQRMNOPSWHLNLPCDEGIBJ00601957";1;2;2018;4;12;227;2;2;2;1
"TQRMNOPSXHLMLOCDEGIBJ00601928";1;1;2018;4;12;208;5;1;1;1
"TQRMNOPSXHLMLOCDEGIBJ00601928";1;2;2018;4;12;208;5;1;2;1
"TQRMNOPSXHLMLOCDEGIBJ00601928";1;3;2018;4;12;208;5;1;1;1
"TQRMNOPSXHLMLOCDEGIBJ00601928";1;4;2018;4;12;208;5;1;1;1
"TQRMNOPSXHLMLOCDEGIBJ00601928";1;5;2018;4;12;208;5;1;1;1
"TQRMNOPSYHLMLOCDEGIBJ00601929";1;1;2018;4;12;208;1;1;2;1
"TQRMNOPTPHLMLOCDEGIBJ00601933";1;1;2018;4;12;208;4;1;1;1
"TQRMNOPTPHLMLOCDEGIBJ00601933";1;2;2018;4;12;208;4;1;1;1
"TQRMNOPTPHLMLOCDEGIBJ00601933";1;3;2018;4;12;208;4;1;2;1
"TQRMNOPTPHLMLOCDEGIBJ00601933";1;4;2018;4;12;208;4;1;2;1
"TQRMNOPTRHMMKTCDEGIBJ00624276";1;1;2018;4;12;211;1;1;2;1
"TQRMNOPTRHMMKTCDEGIBJ00624276";1;2;2018;4;12;211;1;1;2;1
"TQRMNOPTRHMMKTCDEGIBJ00624276";1;3;2018;4;12;211;1;1;2;1
"TQRMNOPTRHMMKTCDEGIBJ00624276";1;4;2018;4;12;211;1;2;2;2
"TQRMNOPTSHMMKTCDEGIBJ00596175";1;1;2018;4;12;211;1;1;1;1
"TQRMNOPTSHMMKTCDEGIBJ00596175";1;2;2018;4;12;211;1;1;1;1
"TQRMNOPTSHMMKTCDEGIBJ00596175";1;3;2018;4;12;211;1;1;1;1
"TQRMNOPTTHMMKTCDEGIBJ00596229";1;1;2018;4;12;211;1;1;1;1
"TQRMNOPTTHMMKTCDEGIBJ00596229";1;2;2018;4;12;211;1;1;1;1
"TQRMNOPTTHMMKTCDEGIBJ00596229";1;3;2018;4;12;211;1;1;1;1
"TQRMNOPTTHMMKTCDEGIBJ00596229";1;4;2018;4;12;211;1;1;1;1
"TQRMNOPTTHMMKTCDEGIBJ00596229";1;5;2018;4;12;211;1;1;1;1
"TQRMNOPTUHJMKOCDEGIBJ00624247";1;1;2018;4;12;279;1;1;1;1
"TQRMNOPTUHJMKOCDEGIBJ00624247";1;2;2018;4;12;279;1;1;1;1
"TQRMNOPTUHJMKOCDEGIBJ00624247";1;3;2018;4;12;279;1;1;1;1
"TQRMNOPUPHKMLNCDEGIBJ00618722";1;1;2018;4;12;230;2;1;2;1
"TQRMNOPUPHKMLNCDEGIBJ00618722";1;2;2018;4;12;230;2;1;2;1
"TQRMNOPUPHKMLNCDEGIBJ00618722";1;3;2018;4;12;230;2;1;2;1
"TQRMNOPUPHKMLNCDEGIBJ00618722";1;4;2018;4;12;230;2;1;2;1
"TQRMNOPUPHKMLNCDEGIBJ00618722";1;5;2018;4;12;230;2;1;2;1
"TQRMNOPURHKOLPCDEGIBJ00618724";1;1;2018;4;12;274;3;1;2;1
"TQRMNOPURHKOLPCDEGIBJ00618724";1;2;2018;4;12;274;3;1;2;1
"TQRMNOPURHKOLPCDEGIBJ00618724";1;3;2018;4;12;274;3;1;1;1
"TQRMNOPURHKOLPCDEGIBJ00618724";1;4;2018;4;12;274;3;1;2;1
"TQRMNOPURHKOLPCDEGIBJ00618724";1;5;2018;4;12;274;3;1;2;1
"TQRMNOPURHLOKPCDEGIBJ00601880";1;1;2018;4;12;251;1;1;2;1
"TQRMNOPURHLOKPCDEGIBJ00601880";1;2;2018;4;12;251;1;1;2;1
"TQRMNOPURHMOKNCDEGIBJ00596209";1;1;2018;4;12;223;1;1;2;1
"TQRMNOPUSHKOLPCDEGIBJ00618772";1;1;2018;4;12;274;1;2;2;2
"TQRMNOPUSHKOLPCDEGIBJ00618772";1;2;2018;4;12;274;1;2;2;1
"TQRMNOPUSHKOLPCDEGIBJ00618772";1;3;2018;4;12;274;1;1;2;1
"TQRMNOPUSHMOKNCDEGIBJ00596135";1;1;2018;4;12;223;1;1;2;1
"TQRMNOPUSHMOKNCDEGIBJ00596135";1;2;2018;4;12;223;1;1;2;1
"TQRMNOPUTHJMKQCDEGIBJ00624316";1;1;2018;4;12;213;1;2;2;2
"TQRMNOPUTHLOKPCDEGIBJ00601963";1;1;2018;4;12;251;1;1;1;1
"TQRMNOPUTHLOKPCDEGIBJ00601963";1;2;2018;4;12;251;1;1;9;1
"TQRMNOPUTHMOKNCDEGIBJ00596155";1;1;2018;4;12;223;1;1;2;1
"TQRMNOPUTHMOKNCDEGIBJ00596155";1;2;2018;4;12;223;1;1;2;1
"TQRMNOPUTHMOKNCDEGIBJ00596155";1;3;2018;4;12;223;1;1;2;1
"TQRMNOPUTHMOKNCDEGIBJ00596155";2;1;2018;4;12;223;1;1;2;1
"TQRMNOPUTHMOKNCDEGIBJ00596155";2;2;2018;4;12;223;1;1;2;2
"TQRMNOPUTHMOKNCDEGIBJ00596155";2;3;2018;4;12;223;1;1;2;1
"TQRMNOPUUHJMKQCDEGIBJ00624251";1;1;2018;4;12;213;1;2;2;2
"TQRMNOPUUHJMKQCDEGIBJ00624251";1;2;2018;4;12;213;1;1;9;1
"TQRMNOPUUHJMKQCDEGIBJ00624251";1;3;2018;4;12;213;1;1;2;1
"TQRMNOPUUHJMKQCDEGIBJ00624251";1;4;2018;4;12;213;1;1;2;1
"TQRMNOPUUHLOKPCDEGIBJ00624206";1;1;2018;4;12;251;1;1;2;1
"TQRMNOPUUHLOKPCDEGIBJ00624206";1;2;2018;4;12;251;1;1;2;1
"TQRMNOPUUHMOKNCDEGIBJ00596146";1;1;2018;4;12;223;1;2;2;1
"TQRMNOPUUHMOKNCDEGIBJ00596146";1;2;2018;4;12;223;1;1;2;1
"TQRMNOPUVHKMLNCDEGIBJ00618752";1;1;2018;4;12;230;1;1;1;1
"TQRMNOPUVHKMLNCDEGIBJ00618752";1;2;2018;4;12;230;1;1;2;1
"TQRMNOPUVHKMLNCDEGIBJ00618752";1;3;2018;4;12;230;1;1;1;1
"TQRMNOPUWHJOKRCDEGIBJ00624329";1;1;2018;4;12;271;1;1;2;1
"TQRMNOPUWHJOKRCDEGIBJ00624329";1;2;2018;4;12;271;1;1;2;1
"TQRMNOPUWHJOKRCDEGIBJ00624329";1;3;2018;4;12;271;1;1;2;1
"TQRMNOPUWHJOKRCDEGIBJ00624329";1;4;2018;4;12;271;1;1;2;1
"TQRMNOPUXHKMLNCDEGIBJ00618748";1;1;2018;4;12;230;1;1;2;1
"TQRMNOPUXHKMLNCDEGIBJ00618748";1;2;2018;4;12;230;1;1;2;1
"TQRMNOPUXHKMLNCDEGIBJ00618748";1;3;2018;4;12;230;1;1;2;1
"TQRMNOPUYHKMLNCDEGIBJ00618710";1;1;2018;4;12;230;2;1;1;1
"TQRMNOPUYHKMLNCDEGIBJ00618710";1;2;2018;4;12;230;2;1;1;1
"TQRMNOPVQHJMKQCDEGIBJ00624210";1;1;2018;4;12;213;1;2;2;2
"TQRMNOPVQHLMKRCDEGIBJ00601947";1;1;2018;4;12;239;3;1;2;1
"TQRMNOPVQHLMKRCDEGIBJ00601947";1;3;2018;4;12;239;3;1;2;1
"TQRMNOPVRHJMKQCDEGIBJ00624260";1;1;2018;4;12;213;2;1;1;1
