,codigo_vivienda,nro_hogar,tiene_computadora,acceso_internet,uso_internet,uso_computadora,uso_movil
349,TQRMNOQQUHMOKQCDEIHJF00598496,1,1,1,1,1,1
350,TQRMNOQQUHMOKQCDEIHJF00598496,1,1,1,1,1,1
351,TQRMNOQQUHMOKQCDEIHJF00598496,1,1,1,1,1,1
352,TQRMNOQQUHMOKQCDEIHJF00598496,1,1,1,1,1,1
353,TQRMNOQQUHMOKRCDEIHJF00598526,1,1,1,1,1,1
354,TQRMNOQQUHMOKRCDEIHJF00598526,1,1,1,1,1,1
355,TQRMNOQQXHMOKOCDEIHJF00620937,1,1,2,2,2,1
356,TQRMNOQQXHMOKOCDEIHJF00620937,1,1,2,2,2,1
357,TQRMNOQQXHMOKOCDEIHJF00620937,1,1,2,2,2,2
358,TQRMNOQQYHMOKOCDEIHJF00598472,1,1,1,1,1,1
359,TQRMNOQQYHMOKOCDEIHJF00598472,1,1,1,1,1,1
360,TQRMNOQQYHMOKOCDEIHJF00598472,1,1,1,1,1,1
361,TQRMNOQQYHMOKOCDEIHJF00598472,1,1,1,1,1,1
362,TQRMNOQSQHLMKPCDEIHJF00604194,1,1,1,1,1,1
363,TQRMNOQSQHLMKPCDEIHJF00604194,1,1,1,1,1,1
364,TQRMNOQSRHKMKNCDEIHJF00620865,1,1,1,1,1,1
365,TQRMNOQSRHKMKNCDEIHJF00620865,1,1,1,1,1,1
366,TQRMNOQSRHKMKNCDEIHJF00620865,1,1,1,1,1,1
367,TQRMNOQSRHKMKNCDEIHJF00620865,1,1,1,1,1,1
368,TQRMNOQSRHLMKOCDEIHJF00604179,1,1,1,1,1,1
369,TQRMNOQSTHLMKOCDEIHJF00604106,1,1,1,1,2,1
370,TQRMNOQSTHLMKOCDEIHJF00604106,1,1,1,1,2,1
371,TQRMNOQSTHLMKOCDEIHJF00604106,1,1,1,1,2,1
372,TQRMNOQSTHLMKOCDEIHJF00604106,1,1,1,1,2,1
373,TQRMNOQSTHLMKPCDEIHJF00604188,1,1,1,1,1,1
374,TQRMNOQSTHLMKPCDEIHJF00604188,1,1,1,1,1,1
375,TQRMNOQSTHLMKPCDEIHJF00604188,1,1,1,1,1,2
376,TQRMNOQSUHLMKPCDEIHJF00604112,1,1,1,1,1,1
377,TQRMNOQSUHLMKPCDEIHJF00604112,1,1,1,1,1,1
378,TQRMNOQSVHMMKRCDEIHJF00604183,1,1,1,1,1,1
379,TQRMNOQSWHLKKTCDEIHJF00609753,1,1,1,1,1,1
380,TQRMNOQSWHMMKRCDEIHJF00598444,1,1,1,1,1,1
381,TQRMNOQSWHMMKRCDEIHJF00598444,1,1,1,1,1,1
382,TQRMNOQSWHMMKRCDEIHJF00598444,1,1,1,1,1,1
383,TQRMNOQSXHKLKRCDEIHJF00620926,1,1,1,1,1,1
384,TQRMNOQSXHKLKRCDEIHJF00620926,1,1,1,1,1,1
385,TQRMNOQSXHKLKRCDEIHJF00620926,1,1,1,1,1,1
386,TQRMNOQSXHKLKRCDEIHJF00620926,1,1,1,1,1,2
387,TQRMNOQSXHLKKTCDEIHJF00609813,1,1,1,1,2,1
388,TQRMNOQSXHLKKTCDEIHJF00609813,1,1,1,1,2,1
389,TQRMNOQSXHLKKTCDEIHJF00609813,1,1,1,1,1,1
390,TQRMNOQSXHMMKRCDEIHJF00598450,1,1,1,1,1,1
391,TQRMNOQSXHMMKRCDEIHJF00598450,1,1,1,1,1,1
392,TQRMNOQSXHMMKRCDEIHJF00598450,1,1,1,1,1,2
393,TQRMNOQSYHKLKRCDEIHJF00620922,1,2,2,2,2,2
394,TQRMNOQSYHLKKTCDEIHJF00604221,1,1,1,1,1,1
395,TQRMNOQSYHLKKTCDEIHJF00604221,1,1,1,1,1,1
396,TQRMNOQSYHLKKTCDEIHJF00604221,1,1,1,1,1,1
397,TQRMNOQSYHLKKTCDEIHJF00604221,1,1,1,1,1,1
398,TQRMNOQSYHMMKRCDEIHJF00598445,1,1,1,1,1,1
399,TQRMNOQSYHMMKRCDEIHJF00598445,1,1,1,1,1,1
400,TQRMNOQTPHKMKNCDEIHJF00620916,1,1,1,1,1,1
401,TQRMNOQTPHKMKNCDEIHJF00620916,1,1,1,1,1,1
402,TQRMNOQTPHKMKNCDEIHJF00620916,1,1,1,1,1,1
403,TQRMNOQTPHKMKNCDEIHJF00620916,1,1,1,1,1,1
404,TQRMNOQTPHMMKRCDEIHJF00598506,1,1,1,1,1,1
405,TQRMNOQTPHMMKRCDEIHJF00598506,1,1,1,1,1,1
406,TQRMNOQTPHMMKRCDEIHJF00598506,1,1,1,1,1,1
407,TQRMNOQTPHMMKRCDEIHJF00598506,1,1,1,1,1,1
408,TQRMNOQTPHMMKRCDEIHJF00598506,1,1,1,1,1,1
409,TQRMNOQTPHMMKRCDEIHJF00598506,1,1,1,1,1,1
410,TQRMNOQTPHMMKRCDEIHJF00598506,1,1,1,1,1,1
411,TQRMNOQTPHMMKRCDEIHJF00598506,1,1,1,1,1,2
412,TQRMNOQTQHKMKNCDEIHJF00620866,1,1,1,1,1,1
413,TQRMNOQTQHKMKNCDEIHJF00620866,1,1,1,1,1,1
414,TQRMNOQTQHKMKNCDEIHJF00620866,1,1,1,1,1,2
415,TQRMNOQTQHMLKMCDEIHJF00598469,1,1,1,1,1,1
416,TQRMNOQTQHMLKMCDEIHJF00598469,1,1,1,1,1,1
417,TQRMNOQTQHMLKMCDEIHJF00598469,1,1,1,1,1,1
418,TQRMNOQTQHMLKMCDEIHJF00598469,1,1,1,1,2,1
419,TQRMNOQTQHMLKMCDEIHJF00598469,1,1,1,1,2,1
420,TQRMNOQTRHKKKMCDEIHJF00620962,1,1,1,1,2,1
421,TQRMNOQTRHKKKMCDEIHJF00620962,1,1,1,1,2,1
422,TQRMNOQTRHKKKMCDEIHJF00620962,1,1,1,2,2,2
423,TQRMNOQTSHKMKNCDEIHJF00620932,1,1,1,1,1,1
424,TQRMNOQTSHKMKNCDEIHJF00620932,1,1,1,1,1,1
425,TQRMNOQTSHMLKMCDEIHJF00626430,1,1,1,1,1,1
426,TQRMNOQTSHMLKMCDEIHJF00626430,1,1,1,1,1,1
427,TQRMNOQTTHKKKMCDEIHJF00620927,1,1,1,1,1,1
428,TQRMNOQTTHKKKMCDEIHJF00620927,1,1,1,1,1,1
429,TQRMNOQTTHKKKMCDEIHJF00620927,1,1,1,1,2,1
430,TQRMNOQTTHKLKOCDEIHJF00620913,1,1,1,1,1,1
431,TQRMNOQTTHKLKOCDEIHJF00620913,1,1,1,1,1,1
432,TQRMNOQTTHKLKOCDEIHJF00620913,1,1,1,1,1,1
433,TQRMNOQTTHKLKOCDEIHJF00620913,1,1,1,1,1,1
434,TQRMNOQTTHKLKOCDEIHJF00620913,1,1,1,1,1,1
435,TQRMNOQTTHKLKOCDEIHJF00620913,1,1,1,1,1,1
436,TQRMNOQTUHJLKMCDEIHJF00626486,1,1,1,1,1,1
437,TQRMNOQTUHJLKMCDEIHJF00626486,1,1,1,1,1,1
438,TQRMNOQTUHJLKMCDEIHJF00626486,1,1,1,1,2,1
439,TQRMNOQTUHJLKMCDEIHJF00626486,1,1,1,1,2,2
440,TQRMNOQTUHJLKMCDEIHJF00626486,1,1,1,1,1,1
441,TQRMNOQTUHJLKMCDEIHJF00626486,1,1,1,1,1,1
442,TQRMNOQTUHKKKMCDEIHJF00620880,1,1,1,1,2,1
443,TQRMNOQTUHKKKMCDEIHJF00620880,1,1,1,1,2,1
444,TQRMNOQTUHKKKMCDEIHJF00620880,1,1,1,1,2,1
445,TQRMNOQTUHKLKOCDEIHJF00620857,1,1,1,1,1,1
446,TQRMNOQTUHKLKOCDEIHJF00620857,1,1,1,1,1,1
447,TQRMNOQTUHMLKMCDEIHJF00598478,1,1,1,1,1,1
448,TQRMNOQTUHMLKMCDEIHJF00598478,1,1,1,1,1,1
449,TQRMNOQTVHJLKMCDEIHJF00626437,1,1,1,1,2,1
450,TQRMNOQTVHJLKMCDEIHJF00626437,1,1,1,1,2,1
451,TQRMNOQTVHKLKOCDEIHJF00620914,1,1,1,1,1,1
452,TQRMNOQTVHKLKOCDEIHJF00620914,1,1,1,1,1,1
453,TQRMNOQTVHKLKOCDEIHJF00620914,1,1,1,1,1,1
454,TQRMNOQTWHJLKMCDEIHJF00626472,1,1,2,1,2,1
455,TQRMNOQTWHJLKMCDEIHJF00626472,1,1,2,1,2,1
456,TQRMNOQTWHJLKMCDEIHJF00626472,1,1,2,1,2,1
457,TQRMNOQTWHJLKMCDEIHJF00626472,1,1,2,1,1,1
458,TQRMNOQTXHJLKMCDEIHJF00626463,1,1,1,1,2,1
459,TQRMNOQTXHJLKMCDEIHJF00626463,1,1,1,1,2,1
460,TQRMNOQTXHJLKMCDEIHJF00626463,1,1,1,1,1,1
461,TQRMNOQTXHJLKMCDEIHJF00626463,1,1,1,1,1,1
462,TQRMNOQUPHJLKNCDEIHJF00626392,1,1,1,1,1,1
463,TQRMNOQUPHJLKNCDEIHJF00626392,1,1,1,1,1,1
464,TQRMNOQUQHJLKNCDEIHJF00626393,1,1,1,1,1,1
465,TQRMNOQUQHJLKNCDEIHJF00626393,1,1,1,1,1,1
466,TQRMNOQUQHJLKNCDEIHJF00626393,1,1,1,1,1,1
467,TQRMNOQURHJLKNCDEIHJF00626400,1,1,1,1,1,1
468,TQRMNOQURHJLKNCDEIHJF00626400,1,1,1,1,1,1
469,TQRMNOQURHMNKNCDEIHJF00598457,1,1,1,1,2,1
470,TQRMNOQUSHJLKNCDEIHJF00626439,1,1,1,1,1,1
471,TQRMNOQUSHJLKNCDEIHJF00626439,1,1,1,1,1,1
472,TQRMNOQUSHJLKNCDEIHJF00626439,1,1,1,1,1,1
473,TQRMNOQUSHJLKNCDEIHJF00626439,1,1,1,1,1,1
474,TQRMNOQUSHMNKNCDEIHJF00598454,1,2,2,1,2,1
475,TQRMNOQUTHJLKNCDEIHJF00626389,1,1,1,1,1,1
476,TQRMNOQUTHJLKNCDEIHJF00626389,1,1,1,1,1,1
477,TQRMNOQUTHJLKNCDEIHJF00626389,1,1,1,1,1,1
478,TQRMNOQUTHJLKNCDEIHJF00626389,1,1,1,1,1,1
479,TQRMNOQUTHJLKNCDEIHJF00626389,1,1,1,1,1,1
480,TQRMNOQUTHMNKNCDEIHJF00598539,1,1,1,2,2,2
481,TQRMNOQUTHMNKNCDEIHJF00598539,1,1,1,1,1,1
482,TQRMNOQUTHMNKNCDEIHJF00598539,1,1,1,1,1,1
483,TQRMNOQUTHMNKNCDEIHJF00598539,1,1,1,1,1,1
484,TQRMNOQUTHMNKNCDEIHJF00598539,1,1,1,1,1,1
485,TQRMNOQUUHMNKNCDEIHJF00598458,3,2,1,2,1,1
486,TQRMNOQUUHMNKNCDEIHJF00598458,3,2,1,2,2,1
487,TQRMNOQUUHMNKNCDEIHJF00598458,3,2,1,2,2,1
488,TQRMNOQUUHMNKNCDEIHJF00598458,3,2,1,2,2,1
489,TQRMNOQUUHMNKNCDEIHJF00598458,3,2,1,2,2,2
490,TQRMNOQUXHJNKOCDEIHJF00626432,1,2,1,1,1,1
491,TQRMNOQUXHJNKOCDEIHJF00626432,1,2,1,1,1,1
492,TQRMNOQUXHJNKOCDEIHJF00626432,1,2,1,1,1,1
493,TQRMNOQUXHJNKOCDEIHJF00626432,1,2,1,1,1,1
494,TQRMNOQVPHJNKOCDEIHJF00626425,1,1,1,1,1,1
495,TQRMNOQVPHJNKOCDEIHJF00626425,1,1,1,1,1,1
496,TQRMNOQVQHJNKOCDEIHJF00626440,1,1,1,1,1,1
497,TQRMNOQVQHJNKOCDEIHJF00626440,1,1,1,1,1,1
498,TQRMNOQVQHJNKOCDEIHJF00626440,1,1,1,1,1,1
499,TQRMNOQVQHJNKOCDEIHJF00626440,1,1,1,1,1,1
500,TQRMNOQVQHJNKOCDEIHJF00626440,1,1,1,1,1,1
501,TQRMNOQVQHKKKNCDEIHJF00620943,1,1,1,1,1,1
502,TQRMNOQVQHKKKNCDEIHJF00620943,1,1,1,1,1,1
503,TQRMNOQVRHJNKOCDEIHJF00626412,1,1,1,1,1,1
504,TQRMNOQVRHJNKOCDEIHJF00626412,1,1,1,1,1,1
505,TQRMNOQVRHKKKNCDEIHJF00620923,1,1,1,1,1,1
506,TQRMNOQVRHKKKNCDEIHJF00620923,1,1,1,1,1,1
507,TQRMNOQVRHKKKNCDEIHJF00620923,1,1,1,1,1,1
508,TQRMNOQVRHKKKNCDEIHJF00620923,1,1,1,1,1,1
509,TQRMNOQVRHKKKNCDEIHJF00620923,1,1,1,1,1,1
510,TQRMNOQVRHKKKNCDEIHJF00620923,1,1,1,1,1,1
511,TQRMNOQVRHKKKNCDEIHJF00620923,1,1,1,1,1,2
512,TQRMNOQVRHKKKNCDEIHJF00620923,1,1,1,1,1,2
513,TQRMNOQVRHKKKNCDEIHJF00620923,1,1,1,1,1,2
514,TQRMNOQVRHLLKQCDEIHJF00604165,1,2,2,2,2,2
515,TQRMNOQVRHLLKQCDEIHJF00604165,1,2,2,2,2,2
516,TQRMNOQVSHKKKNCDEIHJF00620917,1,1,1,1,1,1
517,TQRMNOQVSHKKKNCDEIHJF00620917,1,1,1,1,1,1
518,TQRMNOQVSHKKKNCDEIHJF00620917,1,1,1,1,1,1
519,TQRMNOQVSHKKKNCDEIHJF00620917,1,1,1,1,1,2
520,TQRMNOQVSHKKKNCDEIHJF00620917,1,1,1,1,1,2
521,TQRMNOQVSHLLKQCDEIHJF00604176,1,1,1,1,1,1
522,TQRMNOQVSHLLKQCDEIHJF00604176,1,1,1,1,1,1
523,TQRMNOQVUHKKKNCDEIHJF00620924,1,1,1,2,2,1
524,TQRMNOQVUHKKKNCDEIHJF00620924,1,1,1,1,1,1
525,TQRMNOQVUHLLKQCDEIHJF00604169,1,1,1,1,2,1
526,TQRMNOQVUHLLKQCDEIHJF00604169,1,1,1,1,2,1
527,TQRMNOQVUHLLKQCDEIHJF00604169,1,1,1,1,2,1
528,TQRMNOQVXHKNKQCDEIHJF00620942,1,1,1,1,2,1
529,TQRMNOQVXHKNKQCDEIHJF00620942,1,1,1,1,1,1
530,TQRMNOQVYHKOKRCDEIHJF00620904,1,1,1,1,1,1
531,TQRMNOQWPHKNKQCDEIHJF00620921,1,1,1,1,1,1
532,TQRMNOQWPHKNKQCDEIHJF00620921,1,1,1,1,1,1
533,TQRMNOQWPHKNKQCDEIHJF00620921,1,1,1,1,1,1
534,TQRMNOQWPHKNKQCDEIHJF00620921,1,1,1,1,1,1
535,TQRMNOQWPHLMKRCDEIHJF00604145,1,1,1,1,2,2
536,TQRMNOQWPHLMKRCDEIHJF00604145,1,1,1,1,2,1
537,TQRMNOQWPHLMKRCDEIHJF00604145,1,1,1,1,1,1
538,TQRMNOQWQHKOKRCDEIHJF00620928,1,1,1,1,1,1
539,TQRMNOQWQHKOKRCDEIHJF00620928,1,1,1,1,1,1
540,TQRMNOQWQHKOKRCDEIHJF00620928,1,1,1,1,1,1
541,TQRMNOQWQHKOKRCDEIHJF00620928,1,1,1,1,1,1
542,TQRMNOQWQHLMKRCDEIHJF00604141,1,2,1,1,2,1
543,TQRMNOQWRHKNKQCDEIHJF00620918,1,1,1,1,1,1
544,TQRMNOQWRHKNKQCDEIHJF00620918,1,1,1,1,1,1
545,TQRMNOQWRHKNKQCDEIHJF00620918,1,1,1,1,1,1
546,TQRMNOQWRHLMKRCDEIHJF00626449,1,1,1,1,2,1
547,TQRMNOQWRHLMKRCDEIHJF00626449,1,1,1,1,1,1
548,TQRMNOQWRHLMKRCDEIHJF00626449,1,1,1,1,2,2
549,TQRMNOQWRHLMKRCDEIHJF00626449,1,1,1,1,1,1
550,TQRMNOQWRHLMKRCDEIHJF00626449,1,1,1,1,2,1
551,TQRMNOQWRHMLKPCDEIHJF00598448,1,1,1,1,1,1
552,TQRMNOQWRHMLKPCDEIHJF00598448,1,1,1,1,1,1
553,TQRMNOQWRHMOKMCDEIHJF00598491,1,1,1,1,2,1
554,TQRMNOQWRHMOKMCDEIHJF00598491,1,1,1,1,2,1
555,TQRMNOQWSHLMKRCDEIHJF00604157,1,1,1,2,2,1
556,TQRMNOQWSHLMKRCDEIHJF00604157,1,1,1,1,2,1
557,TQRMNOQWSHLMKRCDEIHJF00604157,1,1,1,1,1,1
558,TQRMNOQWSHLMKRCDEIHJF00604157,1,1,1,1,1,1
559,TQRMNOQWSHMLKPCDEIHJF00598549,1,1,1,1,1,1
560,TQRMNOQWSHMLKPCDEIHJF00598549,1,1,1,1,1,1
561,TQRMNOQWSHMLKPCDEIHJF00598549,1,1,1,1,1,1
562,TQRMNOQWSHMLKPCDEIHJF00598549,1,1,1,1,1,1
563,TQRMNOQWSHMOKMCDEIHJF00598481,1,1,1,1,2,1
564,TQRMNOQWSHMOKMCDEIHJF00598481,1,1,1,1,2,1
565,TQRMNOQWSHMOKMCDEIHJF00598481,1,1,1,1,2,1
566,TQRMNOQWSHMOKMCDEIHJF00598481,1,1,1,1,2,2
567,TQRMNOQWTHJMKMCDEIHJF00626446,1,1,1,1,1,1
568,TQRMNOQWTHJMKMCDEIHJF00626446,1,1,1,1,2,1
569,TQRMNOQWTHMLKPCDEIHJF00598495,1,2,2,2,2,1
570,TQRMNOQWTHMOKMCDEIHJF00598484,1,1,1,1,2,1
571,TQRMNOQWTHMOKMCDEIHJF00598484,1,1,1,1,2,1
572,TQRMNOQWVHJMKMCDEIHJF00626411,1,1,1,1,1,1
573,TQRMNOQWVHJMKMCDEIHJF00626411,1,1,1,1,2,1
574,TQRMNOQWVHKOKRCDEIHJF00620907,1,1,1,1,1,1
575,TQRMNOQWVHKOKRCDEIHJF00620907,1,1,1,1,1,1
576,TQRMNOQWVHKOKRCDEIHJF00620907,1,1,1,1,1,1
577,TQRMNOQWVHKOKRCDEIHJF00620907,1,1,1,1,1,1
578,TQRMNOQWXHJNKQCDEIHJF00626407,1,1,1,1,1,1
579,TQRMNOQWXHJNKQCDEIHJF00626407,1,1,1,1,1,1
580,TQRMNOQWXHJNKQCDEIHJF00626407,1,1,1,1,1,1
581,TQRMNOQXPHJMKNCDEIHJF00626388,1,1,1,2,2,2
582,TQRMNOQXPHJMKNCDEIHJF00626388,1,1,1,1,1,1
583,TQRMNOQXPHJMKNCDEIHJF00626388,1,1,1,1,1,1
584,TQRMNOQXPHJMKNCDEIHJF00626388,1,1,1,1,1,1
585,TQRMNOQXPHKMKSCDEIHJF00620960,1,1,1,1,1,1
586,TQRMNOQXPHKMKSCDEIHJF00620960,1,1,1,1,1,2
587,TQRMNOQXPHKMKSCDEIHJF00620960,1,1,1,1,1,2
588,TQRMNOQXPHKMKSCDEIHJF00620960,1,1,1,1,1,1
589,TQRMNOQXPHKMKSCDEIHJF00620960,1,1,1,1,1,1
590,TQRMNOQXPHKMKSCDEIHJF00620960,1,1,1,1,1,1
591,TQRMNOQXPHKMKSCDEIHJF00620960,1,1,1,1,1,2
592,TQRMNOQXQHKMKSCDEIHJF00620867,1,1,1,1,1,1
593,TQRMNOQXQHKMKSCDEIHJF00620867,1,1,1,1,1,1
594,TQRMNOQXQHKMKSCDEIHJF00620867,1,1,1,1,1,1
595,TQRMNOQXQHMOKMCDEIHJF00620940,1,2,1,1,2,1
596,TQRMNOQXQHMOKMCDEIHJF00620940,1,2,1,1,2,1
597,TQRMNOQXQHMOKMCDEIHJF00620940,1,2,1,1,2,1
598,TQRMNOQXRHJNKQCDEIHJF00626403,1,1,1,1,2,1
599,TQRMNOQXRHJNKQCDEIHJF00626403,1,1,1,1,1,1
600,TQRMNOQXRHJNKQCDEIHJF00626403,1,1,1,1,2,2
601,TQRMNOQXRHKMKSCDEIHJF00620938,1,1,1,1,1,1
602,TQRMNOQXRHKMKSCDEIHJF00620938,1,1,1,1,1,1
603,TQRMNOQXUHJMKNCDEIHJF00626415,1,2,2,2,2,1
604,TQRMNOQXUHJMKNCDEIHJF00626415,1,2,2,2,2,1
605,TQRMNOQXUHJMKNCDEIHJF00626415,1,2,2,2,2,1
606,TQRMNOQXUHJMKNCDEIHJF00626415,1,2,2,2,2,2
607,TQRMNOQXUHJMKNCDEIHJF00626415,1,2,2,2,2,2
608,TQRMNOQXWHLNKOCDEIHJF00604109,1,1,1,1,1,1
609,TQRMNOQXWHLNKOCDEIHJF00604109,1,1,1,1,1,1
610,TQRMNOQXXHLNKOCDEIHJF00604108,1,1,1,1,1,1
611,TQRMNOQXXHLNKOCDEIHJF00604108,1,1,1,1,2,1
612,TQRMNOQXXHLNKOCDEIHJF00604108,1,1,1,1,1,1
613,TQRMNOQXXHLNKOCDEIHJF00604108,1,1,1,1,1,1
614,TQRMNOQXXHLNKOCDEIHJF00604108,1,1,1,1,1,1
615,TQRMNOQXXHLNKOCDEIHJF00604108,1,1,1,1,1,2
616,TQRMNOQXXHLNKOCDEIHJF00604108,1,1,1,1,1,2
617,TQRMNOQXYHLNKOCDEIHJF00604114,1,2,2,2,2,1
618,TQRMNOQYPHLNKOCDEIHJF00609742,1,2,2,2,2,1
619,TQRMNOQYUHKNKPCDEIHJF00620911,1,1,1,1,1,1
620,TQRMNOQYUHKNKPCDEIHJF00620911,1,1,1,1,1,1
621,TQRMNOQYUHKNKPCDEIHJF00620911,1,1,1,1,1,1
622,TQRMNOQYVHJOKTCDEIHJF00626377,1,2,2,2,2,2
623,TQRMNOQYWHLNKPCDEIHJF00604205,1,1,1,1,1,1
624,TQRMNOQYWHLNKPCDEIHJF00604205,1,1,1,1,1,1
625,TQRMNOQYWHLNKPCDEIHJF00604205,1,1,1,1,1,1
626,TQRMNOQYXHLNKPCDEIHJF00604213,1,1,1,1,1,1
627,TQRMNOQYXHLNKPCDEIHJF00604213,1,1,1,1,1,1
628,TQRMNOQYXHLNKPCDEIHJF00604213,1,1,1,1,1,1
629,TQRMNOQYXHLNKPCDEIHJF00604213,1,1,1,1,1,1
630,TQRMNOQYXHLNKPCDEIHJF00604213,1,1,1,1,1,1
631,TQRMNOQYXHLNKPCDEIHJF00604213,1,1,1,1,1,1
632,TQRMNOQYYHJOKTCDEIHJF00626454,1,1,1,1,1,1
633,TQRMNOQYYHJOKTCDEIHJF00626454,1,1,1,1,1,1
634,TQRMNORPPHLNKPCDEIHJF00604204,1,1,1,1,1,1
635,TQRMNORPPHLNKPCDEIHJF00604204,1,1,1,1,1,1
636,TQRMNORPPHLNKPCDEIHJF00604204,1,1,1,1,1,1
637,TQRMNORPQHLMKQCDEIHJF00604129,1,2,2,2,2,1
638,TQRMNORPQHLOKMCDEIHJF00604115,1,1,1,1,1,1
639,TQRMNORPQHLOKMCDEIHJF00604115,1,1,1,1,2,1
640,TQRMNORPQHLOKMCDEIHJF00604115,1,1,1,1,2,1
641,TQRMNORPQHLOKMCDEIHJF00604115,1,1,1,1,2,1
642,TQRMNORPRHLMKQCDEIHJF00604130,1,1,1,1,2,1
643,TQRMNORPRHLMKQCDEIHJF00604130,1,1,1,1,2,1
644,TQRMNORPRHMMKSCDEIHJF00598542,1,1,1,1,1,1
645,TQRMNORPRHMMKSCDEIHJF00598542,1,1,1,1,1,1
646,TQRMNORPRHMMKSCDEIHJF00598542,1,1,1,1,1,2
647,TQRMNORPSHLOKMCDEIHJF00604117,1,2,1,1,2,1
648,TQRMNORPSHMMKSCDEIHJF00598512,1,1,1,1,2,1
649,TQRMNORPSHMMKSCDEIHJF00598512,1,1,1,1,2,1
650,TQRMNORPTHMMKSCDEIHJF00598514,2,1,1,1,1,1
651,TQRMNORPTHMMKSCDEIHJF00598514,2,1,1,1,1,1
652,TQRMNORPUHKMKOCDEIHJF00620934,1,1,1,1,1,1
653,TQRMNORPUHKMKOCDEIHJF00620934,1,1,1,1,1,1
654,TQRMNORPUHLOKMCDEIHJF00604111,1,1,1,1,2,1
655,TQRMNORPUHLOKMCDEIHJF00604111,1,1,1,1,2,1
656,TQRMNORPUHLOKMCDEIHJF00604111,1,1,1,1,2,1
657,TQRMNORPVHMMKTCDEIHJF00598451,1,1,1,1,1,1
658,TQRMNORPVHMMKTCDEIHJF00598451,1,1,1,1,1,1
659,TQRMNORPWHMMKTCDEIHJF00598545,1,1,1,1,2,1
660,TQRMNORPWHMMKTCDEIHJF00598545,1,1,1,1,1,1
661,TQRMNORPWHMMKTCDEIHJF00598545,1,1,1,1,2,2
662,TQRMNORPWHMMKTCDEIHJF00598545,1,1,1,1,2,2
663,TQRMNORPXHMMKTCDEIHJF00598530,1,1,1,1,2,1
664,TQRMNORPXHMMKTCDEIHJF00598530,1,1,1,1,2,1
665,TQRMNORPYHMMKTCDEIHJF00598531,1,1,1,1,1,1
666,TQRMNORPYHMMKTCDEIHJF00598531,1,1,1,1,1,1
667,TQRMNORPYHMMKTCDEIHJF00598531,1,1,1,1,1,1
668,TQRMNORPYHMMKTCDEIHJF00598531,1,1,1,1,1,1
669,TQRMNORQPHJMKRCDEIHJF00626414,1,1,1,1,1,1
670,TQRMNORQPHJMKRCDEIHJF00626414,1,1,1,1,2,2
671,TQRMNORQPHJMKRCDEIHJF00626414,1,1,1,1,2,1
672,TQRMNORQPHMMKTCDEIHJF00604175,1,2,2,2,2,1
673,TQRMNORQPHMMKTCDEIHJF00604175,1,2,2,2,2,2
674,TQRMNORQPHMMKTCDEIHJF00604175,1,2,2,2,2,2
675,TQRMNORQQHJMKRCDEIHJF00626480,1,1,1,1,2,1
676,TQRMNORQQHKMKOCDEIHJF00620910,1,2,1,1,1,1
677,TQRMNORQRHKMKOCDEIHJF00620870,1,2,1,1,2,1
678,TQRMNORQWHJOKPCDEIHJF00626484,1,1,1,1,1,1
679,TQRMNORQWHJOKPCDEIHJF00626484,1,1,1,1,1,1
680,TQRMNORQXHJOKPCDEIHJF00626465,1,1,1,1,1,1
681,TQRMNORQXHJOKPCDEIHJF00626465,1,1,1,1,1,1
682,TQRMNORQYHJOKPCDEIHJF00626485,1,1,1,1,1,1
683,TQRMNORQYHJOKPCDEIHJF00626485,1,1,1,1,1,1
684,TQRMNORQYHJOKPCDEIHJF00626485,1,1,1,1,1,1
685,TQRMNORQYHJOKPCDEIHJF00626485,1,1,1,1,1,1
686,TQRMNORQYHJOKPCDEIHJF00626485,1,1,1,1,1,1
687,TQRMNORRPHJOKPCDEIHJF00626427,1,1,1,1,1,1
688,TQRMNORRPHJOKPCDEIHJF00626427,1,1,1,1,1,1
689,TQRMNORRPHJOKPCDEIHJF00626427,1,1,1,1,1,1
690,TQRMNORRPHJOKPCDEIHJF00626427,1,1,1,1,1,1
691,TQRMNORRQHLOKSCDEIHJF00604216,1,1,1,1,1,1
692,TQRMNORRSHLOKSCDEIHJF00609782,1,1,1,1,1,1
693,TQRMNORRTHLOKSCDEIHJF00609727,1,1,1,1,1,1
694,TQRMNORRTHLOKSCDEIHJF00609727,1,1,1,1,2,2
695,TQRMNORRVHMMKQCDEIHJF00598467,2,1,1,1,1,1
696,TQRMNORRVHMMKQCDEIHJF00598467,2,1,1,1,1,1
697,TQRMNORRVHMMKQCDEIHJF00598467,2,1,1,1,1,1
698,TQRMNORRVHMMKQCDEIHJF00598467,2,1,1,1,1,1
699,TQRMNORRWHMMKQCDEIHJF00598468,1,1,1,1,1,1
700,TQRMNORRWHMMKQCDEIHJF00598468,1,1,1,1,1,1
701,TQRMNORSSHKMKTCDEIHJF00626436,1,1,1,1,1,1
702,TQRMNORSTHKOKUCDEIHJF00620946,1,1,1,1,1,1
703,TQRMNORSTHKOKUCDEIHJF00620946,1,1,1,1,1,1
704,TQRMNORSTHKOKUCDEIHJF00620946,1,1,1,1,1,1
705,TQRMNORSTHKOKUCDEIHJF00620946,1,1,1,1,1,1
706,TQRMNORSTHKOKUCDEIHJF00620946,1,1,1,1,1,1
707,TQRMNORSUHKMKTCDEIHJF00620963,2,1,1,1,2,1
