,codigo_vivienda,nro_hogar,tiene_computadora,acceso_internet,uso_internet,uso_computadora,uso_movil
708,TQRMNORSUHKMKTCDEIHJF00620963,2,1,1,1,2,1
709,TQRMNORSUHKMKTCDEIHJF00620963,2,1,1,1,2,2
710,TQRMNORSUHKOKUCDEIHJF00620947,1,2,2,2,2,2
711,TQRMNORSWHJMKSCDEIHJF00626398,1,1,1,1,1,1
712,TQRMNORTQHJMKSCDEIHJF00626394,1,1,1,1,1,1
713,TQRMNORTQHJMKSCDEIHJF00626394,1,1,1,1,1,1
714,TQRMNORTQHJMKSCDEIHJF00626394,1,1,1,1,1,1
715,TQRMNORTQHJMKSCDEIHJF00626394,1,1,1,1,1,1
716,TQRMNORTQHLMKNCDEIHJF00604128,1,1,1,1,1,1
717,TQRMNORTQHLMKNCDEIHJF00604128,1,1,1,1,1,1
718,TQRMNORTQHLMKNCDEIHJF00604128,1,1,1,1,1,1
719,TQRMNORTQHLMKNCDEIHJF00604128,1,1,1,1,1,1
720,TQRMNORTQHLMKUCDEIHJF00604187,1,1,1,1,1,1
721,TQRMNORTRHLMKNCDEIHJF00604123,1,1,1,1,1,1
722,TQRMNORTRHLMKUCDEIHJF00604189,1,1,1,1,1,1
723,TQRMNORTRHLMKUCDEIHJF00604189,1,1,1,1,1,1
724,TQRMNORTRHLMKUCDEIHJF00604189,1,1,1,1,1,2
725,TQRMNORTSHLMKNCDEIHJF00604127,1,1,1,1,1,1
726,TQRMNORTSHLMKNCDEIHJF00604127,1,1,1,1,1,1
727,TQRMNORTSHLMKNCDEIHJF00604127,1,1,1,1,1,1
728,TQRMNORTSHLMKNCDEIHJF00604127,1,1,1,1,1,1
729,TQRMNORTSHLMKNCDEIHJF00604127,1,1,1,1,1,1
730,TQRMNORTSHLMKNCDEIHJF00604127,1,1,1,1,1,1
731,TQRMNORTSHLMKNCDEIHJF00604127,1,1,1,1,1,2
732,TQRMNORTSHLMKNCDEIHJF00604127,1,1,1,1,1,1
733,TQRMNORTSHLMKNCDEIHJF00604127,1,1,1,1,1,1
734,TQRMNORTSHLMKNCDEIHJF00604127,1,1,1,1,1,2
735,TQRMNORTSHLMKUCDEIHJF00604193,1,2,2,2,2,1
736,TQRMNORTSHLMKUCDEIHJF00604193,1,2,2,2,2,1
737,TQRMNORTSHMOKRCDEIHJF00598537,1,1,1,1,1,1
738,TQRMNORTSHMOKRCDEIHJF00598537,1,1,1,1,1,1
739,TQRMNORTSHMOKRCDEIHJF00598537,1,1,1,1,1,2
740,TQRMNORTSHMOKRCDEIHJF00598537,1,1,1,1,1,1
741,TQRMNORTSHMOKRCDEIHJF00598537,1,1,1,1,1,2
742,TQRMNORTSHMOKRCDEIHJF00598537,1,1,1,1,1,2
743,TQRMNORTSHMOKRCDEIHJF00598537,1,1,1,1,1,2
744,TQRMNORTSHMOKRCDEIHJF00598537,1,1,1,1,1,2
745,TQRMNORTTHKMKMCDEIHJF00626457,1,1,1,1,1,1
746,TQRMNORTTHLMKNCDEIHJF00604144,1,1,1,1,1,1
747,TQRMNORTTHLMKNCDEIHJF00604144,1,1,1,1,1,1
748,TQRMNORTTHLMKNCDEIHJF00604144,1,1,1,1,1,2
749,TQRMNORTTHLMKUCDEIHJF00609814,1,1,1,1,1,1
750,TQRMNORTUHKMKMCDEIHJF00626451,1,2,2,2,2,2
751,TQRMNORTUHLMKNCDEIHJF00604146,1,1,1,1,1,1
752,TQRMNORTUHLMKNCDEIHJF00604146,1,1,1,1,1,1
753,TQRMNORTUHLMKNCDEIHJF00604146,1,1,1,1,1,1
754,TQRMNORTUHLMKUCDEIHJF00604180,1,1,1,1,1,1
755,TQRMNORTUHMOKRCDEIHJF00598486,2,1,1,1,1,1
756,TQRMNORTVHKOKQCDEIHJF00626424,1,1,1,1,2,1
757,TQRMNORTVHKOKQCDEIHJF00626424,1,1,1,1,2,1
758,TQRMNORTVHKOKQCDEIHJF00626424,1,1,1,1,2,1
759,TQRMNORTWHKOKQCDEIHJF00620968,1,1,1,1,2,1
760,TQRMNORTWHKOKQCDEIHJF00620968,1,1,1,1,2,1
761,TQRMNORTWHKOKQCDEIHJF00620968,1,1,1,2,2,2
762,TQRMNORTWHKOKQCDEIHJF00620968,1,1,1,1,2,1
763,TQRMNORTWHKOKQCDEIHJF00620968,1,1,1,1,2,1
764,TQRMNORTWHKOKQCDEIHJF00620968,1,1,1,1,2,1
765,TQRMNORTWHKOKQCDEIHJF00620968,1,1,1,1,2,1
766,TQRMNORTXHKOKQCDEIHJF00626399,1,1,1,1,2,1
767,TQRMNORTXHKOKQCDEIHJF00626399,1,1,1,1,2,1
768,TQRMNORTYHKOKQCDEIHJF00620887,1,1,1,1,2,1
769,TQRMNORTYHKOKQCDEIHJF00620887,1,1,1,1,2,1
770,TQRMNORUPHKOKQCDEIHJF00626431,1,1,1,1,1,1
771,TQRMNORUPHKOKQCDEIHJF00626431,1,1,1,1,1,1
772,TQRMNORUQHKMKMCDEIHJF00620888,1,1,1,1,2,1
773,TQRMNORUQHKMKMCDEIHJF00620888,1,1,1,1,2,1
774,TQRMNORUQHKMKMCDEIHJF00620888,1,1,1,1,1,1
775,TQRMNORUQHKOKUCDEIHJF00620899,1,1,1,1,1,1
776,TQRMNORUQHKOKUCDEIHJF00620899,1,1,1,1,1,2
777,TQRMNORUQHKOKUCDEIHJF00620899,1,1,1,1,1,1
778,TQRMNORUUHJOKMCDEIHJF00626406,1,1,1,1,1,1
779,TQRMNORUUHJOKMCDEIHJF00626406,1,1,1,1,1,1
780,TQRMNORUUHJOKMCDEIHJF00626406,1,1,1,1,1,1
781,TQRMNORUUHJOKMCDEIHJF00626406,1,1,1,1,1,1
782,TQRMNORUUHJOKMCDEIHJF00626406,1,1,1,1,1,1
783,TQRMNORUVHJOKMCDEIHJF00626482,1,1,1,1,1,1
784,TQRMNORUVHJOKMCDEIHJF00626482,1,1,1,1,1,1
785,TQRMNORUVHKKKNCDEIHJF00620925,1,1,1,1,1,1
786,TQRMNORUVHKKKNCDEIHJF00620925,1,1,1,1,1,1
787,TQRMNORUVHKKKNCDEIHJF00620925,1,1,1,1,1,1
788,TQRMNORUVHKKKNCDEIHJF00620925,1,1,1,1,1,1
789,TQRMNORUVHKKKNCDEIHJF00620925,1,1,1,1,1,2
790,TQRMNORUVHKMKTCDEIHJF00620964,1,1,1,1,2,1
791,TQRMNORUVHKMKTCDEIHJF00620964,1,1,1,1,2,1
792,TQRMNORUVHKMKTCDEIHJF00620964,1,1,1,1,2,1
793,TQRMNORUVHKMKTCDEIHJF00620964,1,1,1,1,2,1
794,TQRMNORUVHKMKTCDEIHJF00620964,1,1,1,1,2,2
795,TQRMNORUWHKKKNCDEIHJF00620854,1,1,1,1,1,1
796,TQRMNORUWHKKKNCDEIHJF00620854,1,1,1,1,1,1
797,TQRMNORUWHKKKNCDEIHJF00620854,1,1,1,1,1,1
798,TQRMNORUXHKKKNCDEIHJF00620953,1,2,2,2,2,2
799,TQRMNORUYHKKKNCDEIHJF00620883,1,2,2,2,2,1
800,TQRMNORUYHKKKNCDEIHJF00620883,1,2,2,2,2,1
801,TQRMNORVUHJOKUCDEIHJF00626397,1,1,1,1,2,1
802,TQRMNORVUHMMKPCDEIHJF00620861,1,1,1,1,1,1
803,TQRMNORVVHMMKPCDEIHJF00598494,1,1,1,1,1,1
804,TQRMNORWQHLOKNCDEIHJF00604222,1,2,2,1,2,1
805,TQRMNORWQHLOKNCDEIHJF00604222,1,2,2,1,2,1
806,TQRMNORWQHMMKOCDEIHJF00604208,2,1,1,1,2,1
807,TQRMNORWQHMMKOCDEIHJF00604208,2,1,1,1,2,1
808,TQRMNORWQHMMKOCDEIHJF00604208,2,1,1,1,2,1
809,TQRMNORWRHMMKOCDEIHJF00598541,1,2,1,1,2,1
810,TQRMNORWRHMMKOCDEIHJF00598541,1,2,1,1,2,1
811,TQRMNORWRHMMKOCDEIHJF00598541,1,2,1,1,2,1
812,TQRMNORWRHMMKOCDEIHJF00598541,1,2,1,1,2,1
813,TQRMNORWRHMMKOCDEIHJF00598541,1,2,1,1,2,1
814,TQRMNORWRHMMKOCDEIHJF00598541,1,2,1,1,2,2
815,TQRMNORWRHMMKOCDEIHJF00598541,1,2,1,1,2,2
816,TQRMNORWSHLOKNCDEIHJF00609729,1,1,1,1,1,1
817,TQRMNORWSHLOKNCDEIHJF00609729,1,1,1,1,1,1
818,TQRMNORWSHLOKNCDEIHJF00609729,1,1,1,1,1,2
819,TQRMNORWUHLOKNCDEIHJF00604209,1,1,1,1,1,1
820,TQRMNORWUHLOKNCDEIHJF00604209,1,1,1,1,1,1
821,TQRMNORWUHLOKNCDEIHJF00604209,1,1,1,1,1,1
822,TQRMNORWUHLOKNCDEIHJF00604209,1,1,1,1,1,1
823,TQRMNORWWHKLKRCDEIHJF00620892,1,1,1,1,1,1
824,TQRMNORWWHKLKRCDEIHJF00620892,1,1,1,1,1,1
825,TQRMNORWWHKLKRCDEIHJF00620892,1,1,1,1,1,1
826,TQRMNORWWHKLKRCDEIHJF00620892,1,1,1,1,1,2
827,TQRMNORWXHKLKRCDEIHJF00620955,1,2,2,2,2,1
828,TQRMNORWYHJKKQCDEIHJF00626442,1,1,1,1,1,1
829,TQRMNORWYHJKKQCDEIHJF00626442,1,1,1,1,1,1
830,TQRMNORXRHLMKOCDEIHJF00604178,1,1,1,1,2,1
831,TQRMNORXRHLMKOCDEIHJF00604178,1,1,1,1,1,1
832,TQRMNORXSHJMKPCDEIHJF00626386,1,1,1,1,1,1
833,TQRMNORXSHKLKRCDEIHJF00620915,1,1,1,1,1,1
834,TQRMNORXTHKKKNCDEIHJF00620872,1,1,1,1,1,1
835,TQRMNORXTHKKKNCDEIHJF00620872,1,1,1,1,1,1
836,TQRMNORXTHKKKNCDEIHJF00620872,1,1,1,1,1,1
837,TQRMNORXTHKKKNCDEIHJF00620872,1,1,1,1,1,1
838,TQRMNORXTHLMKOCDEIHJF00609774,1,1,1,1,2,1
839,TQRMNORXTHLMKOCDEIHJF00609774,1,1,1,1,2,1
840,TQRMNORYPHJOKTCDEIHJF00626383,1,1,1,1,1,1
841,TQRMNORYPHJOKTCDEIHJF00626383,1,1,1,1,1,1
842,TQRMNORYPHJOKTCDEIHJF00626383,1,1,1,1,1,1
843,TQRMNORYPHJOKTCDEIHJF00626383,1,1,1,1,1,1
844,TQRMNORYPHKKKMCDEIHJF00620881,1,1,1,1,2,1
845,TQRMNORYPHKKKMCDEIHJF00620881,1,1,1,1,2,1
846,TQRMNORYPHKKKMCDEIHJF00620881,1,1,1,1,2,1
847,TQRMNORYPHKKKMCDEIHJF00620881,1,1,1,1,2,1
848,TQRMNORYPHKKKMCDEIHJF00620881,1,1,1,1,2,1
849,TQRMNORYPHKKKMCDEIHJF00620881,1,1,1,1,2,1
850,TQRMNORYPHLKKTCDEIHJF00609801,1,2,2,2,2,1
851,TQRMNORYPHLKKTCDEIHJF00609801,1,2,2,1,2,1
852,TQRMNORYPHLKKTCDEIHJF00609801,1,2,2,2,2,1
853,TQRMNORYPHLKKTCDEIHJF00609801,1,2,2,2,2,2
854,TQRMNORYQHKKKMCDEIHJF00620869,1,1,1,1,2,1
855,TQRMNORYQHKKKMCDEIHJF00620869,1,1,1,1,2,1
856,TQRMNORYRHKKKMCDEIHJF00620893,1,1,1,1,2,1
857,TQRMNORYRHKKKMCDEIHJF00620893,1,1,1,1,2,1
858,TQRMNORYRHKKKMCDEIHJF00620893,1,1,1,1,2,1
859,TQRMNORYRHKKKMCDEIHJF00620893,1,1,1,1,2,1
860,TQRMNORYTHKKKMCDEIHJF00620933,1,1,1,1,2,1
861,TQRMNORYTHKKKMCDEIHJF00620933,1,1,1,1,2,1
862,TQRMNORYWHKMKTCDEIHJF00620873,1,2,1,1,2,1
863,TQRMNORYWHKMKTCDEIHJF00620873,1,2,1,1,2,1
864,TQRMNORYWHKMKTCDEIHJF00620873,1,2,1,1,2,1
865,TQRMNORYWHKMKTCDEIHJF00620873,1,2,1,2,2,2
866,TQRMNORYWHKMKTCDEIHJF00620873,1,2,1,1,2,1
867,TQRMNOSPRHMMKRCDEIHJF00598460,2,1,1,1,2,1
868,TQRMNOSPRHMMKRCDEIHJF00598460,2,1,1,1,2,2
869,TQRMNOSPRHMMKRCDEIHJF00598460,2,1,1,2,2,1
870,TQRMNOSPSHMMKRCDEIHJF00598492,2,1,1,1,1,1
871,TQRMNOSPSHMMKRCDEIHJF00598492,2,1,1,1,1,1
872,TQRMNOSPSHMMKRCDEIHJF00598492,2,1,1,1,1,1
873,TQRMNOSPTHJLKNCDEIHJF00626461,1,1,1,1,1,1
874,TQRMNOSPTHJLKNCDEIHJF00626461,1,1,1,1,1,1
875,TQRMNOSPTHMMKRCDEIHJF00620944,1,1,1,1,1,1
876,TQRMNOSPTHMMKRCDEIHJF00620944,1,1,1,1,1,1
877,TQRMNOSPUHMMKRCDEIHJF00598538,2,1,1,1,1,1
878,TQRMNOSPUHMMKRCDEIHJF00598538,2,1,1,1,1,1
879,TQRMNOSPWHKLKRCDEIHJF00620900,1,1,1,1,1,1
880,TQRMNOSPWHKLKRCDEIHJF00620900,1,1,1,1,1,1
881,TQRMNOSQRHLLKQCDEIHJF00604151,1,1,1,1,1,1
882,TQRMNOSQSHLLKQCDEIHJF00604172,1,1,1,1,2,1
883,TQRMNOSQSHLLKQCDEIHJF00604172,1,1,1,1,2,1
884,TQRMNOSQSHLLKQCDEIHJF00604172,1,1,1,1,2,1
885,TQRMNOSQTHLLKQCDEIHJF00604161,1,1,1,1,1,1
886,TQRMNOSQUHJLKNCDEIHJF00626429,1,1,1,1,1,1
887,TQRMNOSQUHJOKUCDEIHJF00626384,1,2,2,2,2,2
888,TQRMNOSQUHJOKUCDEIHJF00626384,1,2,2,1,2,1
889,TQRMNOSQUHJOKUCDEIHJF00626384,1,2,2,1,2,1
890,TQRMNOSQUHJOKUCDEIHJF00626384,1,2,2,2,2,2
891,TQRMNOSQUHJOKUCDEIHJF00626384,1,2,2,2,2,2
892,TQRMNOSQYHJOKTCDEIHJF00626455,1,1,1,1,1,1
893,TQRMNOSQYHJOKTCDEIHJF00626455,1,1,1,1,1,1
894,TQRMNOSQYHJOKTCDEIHJF00626455,1,1,1,1,1,1
895,TQRMNOSRRHJLKNCDEIHJF00626423,1,1,1,1,1,1
896,TQRMNOSRRHJLKNCDEIHJF00626423,1,1,1,1,1,1
897,TQRMNOSRRHJLKNCDEIHJF00626423,1,1,1,1,1,1
898,TQRMNOSRRHMMKNCDEIHJF00598517,2,2,1,1,1,1
899,TQRMNOSSRHJLKMCDEIHJF00626467,1,1,1,1,1,1
900,TQRMNOSSRHJLKMCDEIHJF00626467,1,1,1,1,1,1
901,TQRMNOSSRHMNKNCDEIHJF00598459,1,1,1,2,2,1
902,TQRMNOSSRHMNKNCDEIHJF00598459,1,1,1,1,2,1
903,TQRMNOSSSHMNKNCDEIHJF00598505,1,1,2,2,1,1
904,TQRMNOSSSHMNKNCDEIHJF00598505,1,1,2,2,1,2
905,TQRMNOSSTHJLKMCDEIHJF00626428,1,1,1,1,2,1
906,TQRMNOSSTHJLKMCDEIHJF00626428,1,1,1,1,1,1
907,TQRMNOSSTHJLKMCDEIHJF00626428,1,1,1,1,1,1
908,TQRMNOSSTHJLKMCDEIHJF00626428,1,1,1,1,2,2
909,TQRMNOSSTHJLKMCDEIHJF00626428,1,1,1,1,2,2
910,TQRMNOSSTHLMKRCDEIHJF00609712,1,1,1,1,2,1
911,TQRMNOSSTHMNKNCDEIHJF00598509,2,1,1,1,2,1
912,TQRMNOSSTHMNKNCDEIHJF00598509,2,1,1,1,2,1
913,TQRMNOSSTHMNKNCDEIHJF00598509,2,1,1,1,2,1
914,TQRMNOSSTHMNKNCDEIHJF00598509,2,1,1,1,2,1
915,TQRMNOSSTHMNKNCDEIHJF00598509,2,1,1,1,2,1
916,TQRMNOSSTHMNKNCDEIHJF00598509,2,1,1,1,2,1
917,TQRMNOSSTHMNKNCDEIHJF00598509,2,1,1,1,2,1
918,TQRMNOSSTHMNKNCDEIHJF00598509,2,1,1,1,2,1
919,TQRMNOSSTHMNKNCDEIHJF00598509,2,1,1,1,2,1
920,TQRMNOSSTHMNKNCDEIHJF00598509,2,1,1,1,2,1
921,TQRMNOSSUHJLKMCDEIHJF00626468,1,2,2,1,2,1
922,TQRMNOSSUHJLKMCDEIHJF00626468,1,2,2,1,2,1
923,TQRMNOSSUHKOKRCDEIHJF00620908,1,1,1,1,1,1
924,TQRMNOSSUHKOKRCDEIHJF00620908,1,1,1,1,1,1
925,TQRMNOSSUHLMKPCDEIHJF00604107,1,1,1,1,1,1
926,TQRMNOSSUHLMKPCDEIHJF00604107,1,1,1,1,1,1
927,TQRMNOSSUHLMKPCDEIHJF00604107,1,1,1,1,1,1
928,TQRMNOSSUHLMKRCDEIHJF00609710,1,1,1,1,1,1
929,TQRMNOSSUHLMKRCDEIHJF00609710,1,1,1,1,1,1
930,TQRMNOSSUHLMKRCDEIHJF00609710,1,1,1,2,2,2
931,TQRMNOSSUHLMKRCDEIHJF00609710,1,1,1,2,2,2
932,TQRMNOSSVHJNKQCDEIHJF00626452,1,1,1,1,1,1
933,TQRMNOSSVHLMKRCDEIHJF00604168,1,2,2,2,2,1
934,TQRMNOSSVHLMKRCDEIHJF00604168,1,2,2,2,2,1
935,TQRMNOSSWHLMKRCDEIHJF00604162,1,1,1,1,1,1
936,TQRMNOSSWHLMKRCDEIHJF00604162,1,1,1,1,1,1
937,TQRMNOSSWHLMKRCDEIHJF00604162,1,1,1,1,1,1
938,TQRMNOSSWHLMKRCDEIHJF00604162,1,1,1,1,1,1
939,TQRMNOSSWHLOKRCDEIHJF00604152,1,1,1,1,1,1
940,TQRMNOSSWHLOKRCDEIHJF00604152,1,1,1,1,1,1
941,TQRMNOSSWHLOKRCDEIHJF00604152,1,1,1,1,1,1
942,TQRMNOSSXHLOKRCDEIHJF00626422,1,1,1,1,1,1
943,TQRMNOSSXHLOKRCDEIHJF00626422,1,1,1,1,1,1
944,TQRMNOSSXHLOKRCDEIHJF00626422,1,1,1,1,1,1
945,TQRMNOSSXHLOKRCDEIHJF00626422,1,1,1,1,1,1
946,TQRMNOSSXHLOKRCDEIHJF00626422,1,1,1,1,1,1
947,TQRMNOSSXHLOKRCDEIHJF00626422,1,1,1,1,1,1
948,TQRMNOSSYHJKKOCDEIHJF00626379,1,1,1,1,1,1
949,TQRMNOSSYHLOKRCDEIHJF00604125,1,1,1,1,1,1
950,TQRMNOSSYHLOKRCDEIHJF00604125,1,1,1,1,1,1
951,TQRMNOSTPHJKKOCDEIHJF00626380,1,1,1,1,1,1
952,TQRMNOSTPHJKKOCDEIHJF00626380,1,1,1,1,1,1
953,TQRMNOSTPHJMKNCDEIHJF00626401,1,1,1,1,1,1
954,TQRMNOSTPHJMKNCDEIHJF00626401,1,1,1,1,1,1
955,TQRMNOSTPHJMKNCDEIHJF00626401,1,1,1,1,1,1
956,TQRMNOSTPHLOKRCDEIHJF00604154,1,1,1,1,1,1
957,TQRMNOSTPHLOKRCDEIHJF00604154,1,1,1,1,1,1
958,TQRMNOSTPHLOKRCDEIHJF00604154,1,1,1,1,1,1
959,TQRMNOSTPHLOKRCDEIHJF00604154,1,1,1,1,1,1
960,TQRMNOSTPHLOKRCDEIHJF00604154,1,1,1,1,1,1
961,TQRMNOSTQHJKKOCDEIHJF00626387,1,1,1,1,1,1
962,TQRMNOSTQHJMKNCDEIHJF00626475,1,1,1,2,2,2
963,TQRMNOSTQHJMKNCDEIHJF00626475,1,1,1,1,1,1
964,TQRMNOSTRHJMKNCDEIHJF00626459,1,1,1,1,1,1
965,TQRMNOSTRHJMKNCDEIHJF00626459,1,1,1,1,1,1
966,TQRMNOSTRHJMKNCDEIHJF00626459,1,1,1,1,1,1
967,TQRMNOSTRHJMKNCDEIHJF00626459,1,1,1,1,1,1
968,TQRMNOSTRHKOKRCDEIHJF00620882,1,1,1,1,1,1
969,TQRMNOSTRHKOKRCDEIHJF00620882,1,1,1,1,1,1
970,TQRMNOSTRHMLKPCDEIHJF00598511,1,1,1,1,1,1
971,TQRMNOSTRHMLKPCDEIHJF00598511,1,1,1,1,1,1
972,TQRMNOSTSHJMKNCDEIHJF00626419,1,1,1,1,1,1
973,TQRMNOSTSHJMKNCDEIHJF00626419,1,1,1,1,1,1
974,TQRMNOSTSHJOKUCDEIHJF00626405,1,1,1,1,2,1
975,TQRMNOSTSHJOKUCDEIHJF00626405,1,1,1,1,1,1
976,TQRMNOSTSHKOKRCDEIHJF00620894,1,1,1,1,1,1
977,TQRMNOSTSHKOKRCDEIHJF00620894,1,1,1,1,1,1
978,TQRMNOSTSHKOKRCDEIHJF00620894,1,1,1,1,1,1
979,TQRMNOSTSHMLKPCDEIHJF00598473,1,1,1,1,1,1
980,TQRMNOSTSHMLKPCDEIHJF00598473,1,1,1,1,1,1
981,TQRMNOSTSHMLKPCDEIHJF00598473,1,1,1,1,1,1
982,TQRMNOSTSHMLKPCDEIHJF00598473,1,1,1,1,1,1
983,TQRMNOSTSHMLKPCDEIHJF00598473,1,1,1,1,1,1
984,TQRMNOSTTHJMKNCDEIHJF00626385,1,1,1,1,2,1
985,TQRMNOSTTHJMKNCDEIHJF00626385,1,1,1,1,1,1
986,TQRMNOSTTHJOKUCDEIHJF00626375,1,2,2,1,2,1
987,TQRMNOSTTHJOKUCDEIHJF00626375,1,2,2,1,2,1
988,TQRMNOSTTHJOKUCDEIHJF00626375,1,2,2,1,2,1
989,TQRMNOSTTHJOKUCDEIHJF00626375,1,2,2,1,2,2
990,TQRMNOSTTHMLKPCDEIHJF00598550,1,1,1,1,1,1
991,TQRMNOSTUHJOKUCDEIHJF00626477,1,2,1,2,2,1
992,TQRMNOSTUHJOKUCDEIHJF00626477,1,2,1,1,2,1
993,TQRMNOSTUHJOKUCDEIHJF00626477,1,2,1,1,2,1
994,TQRMNOSTUHKOKQCDEIHJF00620886,1,1,1,1,2,1
995,TQRMNOSTUHKOKQCDEIHJF00620886,1,1,1,1,2,1
996,TQRMNOSTUHKOKQCDEIHJF00620886,1,1,1,1,2,1
997,TQRMNOSTUHMLKPCDEIHJF00598551,1,1,1,1,1,1
998,TQRMNOSTUHMLKPCDEIHJF00598551,1,1,1,1,1,1
999,TQRMNOSTVHJOKUCDEIHJF00626416,1,1,1,1,2,1
1000,TQRMNOSTVHJOKUCDEIHJF00626416,1,1,1,1,1,1
1001,TQRMNOSTVHLOKRCDEIHJF00604126,1,1,1,1,1,1
1002,TQRMNOSTVHLOKRCDEIHJF00604126,1,1,1,1,1,1
1003,TQRMNOSTVHLOKRCDEIHJF00604126,1,1,1,1,1,1
1004,TQRMNOSTVHLOKRCDEIHJF00604126,1,1,1,1,1,1
1005,TQRMNOSTVHLOKRCDEIHJF00604126,1,1,1,1,1,1
1006,TQRMNOSTVHLOKRCDEIHJF00604126,1,1,1,1,1,1
1007,TQRMNOSTVHLOKRCDEIHJF00604126,1,1,1,1,1,1
1008,TQRMNOSTWHKOKUCDEIHJF00620906,1,1,1,1,1,1
1009,TQRMNOSTYHKMKSCDEIHJF00620959,1,1,1,1,1,1
1010,TQRMNOSTYHKMKSCDEIHJF00620959,1,1,1,1,1,1
1011,TQRMNOSUQHKMKSCDEIHJF00620948,1,1,1,1,1,1
1012,TQRMNOSUQHKMKSCDEIHJF00620948,1,1,1,1,1,1
1013,TQRMNOSUVHKMKSCDEIHJF00620862,1,1,1,1,1,1
1014,TQRMNOSVWHKLKOCDEIHJF00620856,1,1,1,1,1,1
1015,TQRMNOSVWHKLKOCDEIHJF00620856,1,1,1,1,1,1
1016,TQRMNOSVWHLLKMCDEIHJF00604120,1,1,1,1,1,1
1017,TQRMNOSVWHLLKMCDEIHJF00604120,1,1,1,1,1,1
1018,TQRMNOSVWHLLKMCDEIHJF00604120,1,1,1,1,1,1
1019,TQRMNOSVWHLLKMCDEIHJF00604120,1,1,1,1,1,1
1020,TQRMNOSVWHLLKMCDEIHJF00604120,1,1,1,1,1,2
1021,TQRMNOSVWHLLKMCDEIHJF00604120,1,1,1,1,1,2
1022,TQRMNOSVXHKLKOCDEIHJF00620919,1,1,1,1,1,1
1023,TQRMNOSVXHKLKOCDEIHJF00620919,1,1,1,1,1,1
1024,TQRMNOSVXHLLKMCDEIHJF00604121,1,1,1,1,1,1
1025,TQRMNOSVYHLLKMCDEIHJF00604166,1,1,1,1,1,1
1026,TQRMNOSWPHKMKPCDEIHJF00626441,1,2,2,2,2,1
1027,TQRMNOSWPHLLKMCDEIHJF00604159,1,1,1,1,1,1
1028,TQRMNOSWPHLLKMCDEIHJF00604159,1,1,1,1,1,1
1029,TQRMNOSWPHLLKMCDEIHJF00604159,1,1,1,1,1,1
1030,TQRMNOSWPHMOKUCDEIHJF00598466,1,2,2,2,2,1
1031,TQRMNOSWQHMOKUCDEIHJF00598490,1,1,1,1,2,1
1032,TQRMNOSWQHMOKUCDEIHJF00598490,1,1,1,1,2,1
1033,TQRMNOSWRHKMKPCDEIHJF00626421,1,1,1,1,1,1
1034,TQRMNOSWRHKMKPCDEIHJF00626421,1,1,1,1,1,1
1035,TQRMNOSWRHMOKUCDEIHJF00598520,1,1,1,1,2,1
1036,TQRMNOSWRHMOKUCDEIHJF00598520,1,1,1,1,1,1
1037,TQRMNOSWRHMOKUCDEIHJF00598520,1,1,1,1,2,2
1038,TQRMNOSWSHKMKPCDEIHJF00626409,1,1,1,1,1,1
1039,TQRMNOSXSHLOKMCDEIHJF00604191,1,1,1,1,2,1
1040,TQRMNOSXSHLOKMCDEIHJF00604191,1,1,1,1,2,1
1041,TQRMNOSXSHLOKMCDEIHJF00604191,1,1,1,1,2,1
1042,TQRMNOSXSHLOKMCDEIHJF00604191,1,1,1,1,2,1
1043,TQRMNOSXSHLOKMCDEIHJF00604191,1,1,1,1,2,1
1044,TQRMNOSXSHLOKMCDEIHJF00604191,1,1,1,1,2,1
1045,TQRMNOSXSHLOKMCDEIHJF00604191,1,1,1,1,2,2
1046,TQRMNOSXUHJNKOCDEIHJF00626390,1,1,1,1,1,1
1047,TQRMNOSXUHJNKOCDEIHJF00626390,1,1,1,1,1,1
1048,TQRMNOSXUHJNKOCDEIHJF00626390,1,1,1,1,1,1
1049,TQRMNOSXUHJNKOCDEIHJF00626390,1,1,1,1,1,1
1050,TQRMNOSXUHLOKMCDEIHJF00604102,1,1,1,2,1,1
1051,TQRMNOSXVHMLKMCDEIHJF00598535,1,1,1,1,2,1
1052,TQRMNOSXVHMLKMCDEIHJF00598535,1,1,1,1,1,1
1053,TQRMNOSXXHLMKQCDEIHJF00604134,2,2,1,1,1,1
1054,TQRMNOSXXHLMKQCDEIHJF00604134,2,2,1,2,2,1
1055,TQRMNOSXXHMLKMCDEIHJF00626460,1,2,2,2,2,1
1056,TQRMNOSXXHMLKMCDEIHJF00626460,1,2,2,2,2,1
1057,TQRMNOSXYHLMKQCDEIHJF00604131,2,1,1,1,2,1
1058,TQRMNOSXYHLMKQCDEIHJF00604131,2,1,1,1,1,1
1059,TQRMNOSXYHLMKQCDEIHJF00604131,2,1,1,1,2,2
1060,TQRMNOSYPHKOKUCDEIHJF00620876,1,1,1,1,1,1
1061,TQRMNOSYPHKOKUCDEIHJF00620876,1,1,1,1,1,1
1062,TQRMNOSYPHKOKUCDEIHJF00620876,1,1,1,1,1,1
1063,TQRMNOSYPHLMKQCDEIHJF00604132,1,2,1,2,2,2
1064,TQRMNOSYPHLMKQCDEIHJF00604132,1,2,1,1,2,1
1065,TQRMNOSYPHLMKQCDEIHJF00604132,1,2,1,1,2,1
1066,TQRMNOSYPHLMKQCDEIHJF00604132,1,2,1,1,2,1
1067,TQRMNOSYPHMLKMCDEIHJF00598471,1,1,1,1,2,1
